"","block","streetName","streetType","stretTypeNum","streetDirection","overall","crack","patch","length","width","dateRated","dateLastOverlay","flushOil","flushOilNum","class","classnum","pavement","streetID","NumofYrs","predict"
"3868",500,"BROOKFORD","RD",5,"",6,2,4,662,20,"6/15/2016",1985,"O",2,"Local",1,"3",12578646,"31",5
"3869",500,"BUCKINGHAM","AVE",6,"",5,3,2,1209,30,"3/15/2016",1999,"O",2,"Local",1,"3",12577517,"17",5
"3870",500,"BUCKINGHAM","AVE",6,"",5,3,2,1209,30,"3/15/2016",1999,"O",2,"Local",1,"3",12577027,"17",5
"3871",500,"BUCKINGHAM","AVE",6,"",5,3,2,1209,30,"3/15/2016",1999,"O",2,"Local",1,"3",12577028,"17",5
"3872",500,"BUCKINGHAM","AVE",6,"",5,3,2,1209,30,"3/15/2016",1999,"O",2,"Local",1,"3",13010995,"17",5
"3873",500,"BURNET","AVE",6,"",5,3,3,730,34,"4/14/2016",1999,"F",3,"MA",3,"6",12578047,"17",6
"3874",500,"BURT","ST",3,"",5,3,3,470,30,"5/14/2016",1999,"F",3,"MA",3,"6",12577453,"17",6
"3875",500,"BURT","ST",3,"",5,3,3,470,30,"5/14/2016",1999,"F",3,"MA",3,"6",13008612,"17",6
"3876",500,"BUTTERNUT","ST",3,"",8,4,4,562,40,"4/14/2016",2011,"F",3,"MA",3,"6",13020437,"5",8
"3877",500,"BUTTERNUT","ST",3,"",8,4,4,562,40,"4/14/2016",2011,"F",3,"MA",3,"6",12580028,"5",8
"3878",500,"CADILLAC","ST",3,"",4,3,2,396,26,"4/15/2016",1985,"O",2,"Local",1,"3",12580595,"31",5
"3879",500,"CADILLAC","ST",3,"",4,3,2,396,26,"4/15/2016",1985,"O",2,"Local",1,"3",12580597,"31",5
"3880",500,"CALEB","AVE",6,"",5,2,3,357,27,"4/14/2016",2002,"O",2,"Local",1,"3",12580947,"14",5
"3881",500,"CANNON","ST",3,"",5,4,2,330,24,"5/14/2016",1985,"F",3,"Local",1,"6",12576828,"31",6
"3882",500,"CARBON","ST",3,"",4,2,2,567,36,"4/14/2016",1985,"F",3,"Local",1,"6",12580145,"31",4
"3883",500,"CARBON","ST",3,"",4,2,2,567,36,"4/14/2016",1985,"F",3,"Local",1,"6",12580143,"31",4
"3884",500,"CARBON","ST",3,"",4,2,2,567,36,"4/14/2016",1985,"F",3,"Local",1,"6",12580141,"31",4
"3885",500,"CATHERINE","ST",3,"",7,3,4,327,30,"4/15/2016",2004,"F",3,"Local",1,"6",12577984,"12",6
"3886",500,"CHARMOUTH","DR",4,"",6,3,4,411,24,"4/15/2016",1999,"O",2,"Local",1,"3",12571884,"17",6
"3887",500,"CLARENDON","ST",3,"",5,3,2,572,24,"5/15/2016",2000,"F",3,"Local",1,"6",12577626,"16",5
"3888",500,"CLINTON","ST",3,"S",8,4,5,917,50,"4/14/2016",2009,"F",3,"MA",3,"6",12573736,"7",8
"3889",500,"COLDBROOK","DR",4,"",4,2,2,333,18,"6/15/2016",2000,"O",2,"Local",1,"3",12576525,"16",4
"3890",500,"COLLINGWOOD","AVE",6,"S",8,3,5,555,24,"4/15/2016",2002,"O",2,"Local",1,"3",12580954,"14",7
"3891",500,"COLUMBUS","AVE",6,"",3,2,1,792,27,"5/14/2016",1985,"F",3,"Local",1,"6",12578179,"31",3
"3892",500,"COLVIN","ST",3,"E",7,3,4,259,36,"3/15/2016",1999,"F",3,"MA",3,"6",12577311,"17",6
"3893",500,"COLVIN","ST",3,"W",8,4,3,465,25,"3/15/2016",1985,"F",3,"MA",3,"6",12576823,"31",7
"3894",500,"COMSTOCK","AVE",6,"",5,3,3,407,30,"5/15/2016",1999,"F",3,"MA",3,"6",12577587,"17",6
"3895",500,"COUGHLIN","AVE",6,"",7,4,5,279,27,"5/15/2016",1985,"O",2,"Local",1,"3",12581105,"31",7
"3896",500,"COURT","ST",3,"",7,4,4,500,34,"4/15/2016",2004,"F",3,"MA",3,"6",12575307,"12",7
"3897",500,"CRADDOCK","ST",3,"",4,2,4,225,NA,"6/14/2016",2002,"O",2,"Parks",5,"6",13002178,"14",5
"3898",500,"CRAIG","ST",3,"",5,3,4,405,27,"4/14/2016",1999,"O",2,"Local",1,"3",12580227,"17",6
"3899",500,"CRAWFORD","AVE",6,"",8,4,5,420,28,"5/14/2016",1985,"O",2,"Local",1,"6",12578541,"31",7
"3900",500,"CROSSETT","ST",3,"",7,3,4,293,25,"3/14/2016",2001,"F",3,"Local",1,"6",12572950,"15",6
"3901",500,"CROUSE","AVE",6,"S",5,3,3,455,36,"4/14/2016",1985,"F",3,"CO",2,"6",12577766,"31",6
"3902",500,"CUMBERLAND","AVE",6,"",5,2,3,580,27,"5/14/2016",2001,"O",2,"Local",1,"3",12578501,"15",5
"3903",500,"DAKIN","ST",3,"",6,3,4,325,27,"6/15/2016",2004,"O",2,"Local",1,"3",12578824,"12",6
"3904",500,"DANFORTH","ST",3,"",3,1,4,504,30,"4/14/2016",1985,"F",3,"Local",1,"6",12575278,"31",3
"3905",500,"DARLINGTON","RD",5,"",6,3,4,744,NA,"4/14/2016",1985,"O",2,"Local",1,"3",12580678,"31",6
"3906",500,"DELAWARE","ST",3,"",5,3,2,1065,35,"4/14/2016",1999,"F",3,"Local",1,"6",12573101,"17",5
"3907",500,"DEMONG","DR",4,"",5,3,4,540,23,"6/15/2016",1988,"O",2,"Local",1,"3",13011130,"28",6
"3908",500,"DEMONG","DR",4,"",5,3,4,540,23,"6/15/2016",1988,"O",2,"Local",1,"3",12578931,"28",6
"3909",500,"DEWITT","ST",3,"",6,2,5,433,27,"4/14/2016",2009,"F",3,"Local",1,"6",12580440,"7",6
"3910",500,"DUDLEY","ST",3,"",5,3,3,387,34,"4/14/2016",1985,"F",3,"Local",1,"6",12573068,"31",5
"3911",500,"DURSTON","AVE",6,"",8,4,5,459,25,"5/15/2016",2002,"F",3,"Local",1,"6",13028312,"14",8
"3912",500,"DURSTON","AVE",6,"",8,4,5,459,25,"5/15/2016",2002,"F",3,"Local",1,"6",12580497,"14",8
"3913",500,"EDWARDS","AVE",6,"S",6,3,4,545,31,"4/14/2016",2001,"O",2,"Local",1,"3",12580955,"15",6
"3914",500,"ELM","ST",3,"",8,3,5,870,35,"9/14/2016",2012,"F",3,"Local",1,"6",12580323,"4",8
"3915",500,"EMERSON","AVE",6,"",6,3,4,498,36,"6/14/2016",1985,"O",2,"Local",1,"3",12572832,"31",6
"3916",500,"ERIE","BLVD",10,"E",4,3,1,438,56,"4/14/2016",1985,"F",3,"PA",4,"6",12577894,"31",4
"3917",500,"ERIE","BLVD",10,"W",7,3,4,765,56,"4/14/2016",2001,"F",3,"PA",4,"6",12573770,"15",6
"3918",500,"EUCLID","AVE",6,"",5,3,2,381,39,"5/15/2016",2004,"F",3,"MA",3,"6",12577603,"12",5
"3919",500,"FABIUS","ST",3,"",5,3,3,486,NA,"6/14/2016",1999,"O",2,"Local",1,"3",12573606,"17",6
"3920",500,"FAYETTE","BLVD",10,"",6,3,3,462,21,"6/15/2016",2004,"O",2,"Local",1,"3",13011145,"12",5
"3921",500,"FAYETTE","BLVD",10,"",6,3,3,462,21,"6/15/2016",2004,"O",2,"Local",1,"3",13011141,"12",5
"3922",500,"FAYETTE","BLVD",10,"",6,3,3,462,21,"6/15/2016",2004,"O",2,"Local",1,"3",12578991,"12",5
"3923",500,"FAYETTE","BLVD",10,"",6,3,3,462,21,"6/15/2016",2004,"O",2,"Local",1,"3",13011140,"12",5
"3924",500,"FAYETTE","BLVD",10,"",6,3,3,462,21,"6/15/2016",2004,"O",2,"Local",1,"3",12578989,"12",5
"3925",500,"FAYETTE","BLVD",10,"",6,3,3,462,21,"6/15/2016",2004,"O",2,"Local",1,"3",13011139,"12",5
"3926",500,"FAYETTE","ST",3,"E",7,3,4,500,36,"4/14/2016",2003,"F",3,"MA",3,"6",12577714,"13",6
"3927",500,"FAYETTE","ST",3,"W",8,4,5,325,34,"4/15/2016",2008,"F",3,"MA",3,"6",12573637,"8",8
"3928",500,"FELLOWS","AVE",6,"",4,3,2,279,27,"6/15/2016",2004,"F",3,"Local",1,"6",12578497,"12",5
"3929",500,"FITCH","ST",3,"",7,4,3,182,24,"3/15/2016",1985,"O",2,"Local",1,"3",12573034,"31",6
"3930",500,"GARFIELD","AVE",6,"",7,4,3,400,27,"3/15/2016",1999,"F",3,"Local",1,"6",12577280,"17",6
"3931",500,"GEDDES","ST",3,"N",8,4,4,438,36,"4/14/2016",2011,"F",3,"MA",3,"4",12573561,"5",8
"3932",500,"GEDDES","ST",3,"S",8,4,5,306,56,"6/14/2016",2011,"F",3,"MA",3,"6",12573433,"5",8
"3933",500,"GENANT","DR",4,"",5,3,3,414,21,"4/15/2016",1985,"F",3,"Local",1,"6",12575137,"31",5
"3934",500,"GENESEE","ST",3,"E",6,3,3,456,42,"4/14/2016",2005,"F",3,"MA",3,"6",12577710,"11",6
"3935",500,"GENESEE","ST",3,"W",6,3,3,465,48,"4/15/2016",1999,"F",3,"PA",4,"6",12573905,"17",6
"3936",500,"GENESEE","ST",3,"W",6,3,3,465,48,"4/15/2016",1999,"F",3,"PA",4,"6",12573908,"17",6
"3937",500,"GENESEE","ST",3,"W",6,3,3,465,48,"4/15/2016",1999,"F",3,"PA",4,"6",12573909,"17",6
"3938",500,"GIFFORD","ST",3,"",6,3,3,920,30,"6/14/2016",1985,"F",3,"Local",1,"6",12573590,"31",5
"3939",500,"GLEN","AVE",6,"E",4,2,3,1290,31,"6/15/2016",1985,"O",2,"Local",1,"6",13006020,"31",5
"3940",500,"GLENCOVE","RD",5,"",6,3,4,343,29,"4/15/2016",2002,"O",2,"Local",1,"3",12580980,"14",6
"3941",500,"GLENWOOD","AVE",6,"",7,4,3,350,36,"6/14/2016",2005,"F",3,"MA",3,"6",12572001,"11",7
"3942",500,"GRAND","AVE",6,"",6,3,3,327,27,"6/14/2016",2001,"F",3,"MA",3,"6",12573029,"15",6
"3943",500,"GRANT","AVE",6,"",5,3,3,310,31,"4/14/2016",1985,"O",2,"Local",1,"3",12572925,"31",6
"3944",500,"GRANT","BLVD",10,"",6,4,3,1010,39,"5/15/2016",2004,"F",3,"MA",3,"6",13018697,"12",6
"3945",500,"GRANT","BLVD",10,"",6,4,3,1010,39,"5/15/2016",2004,"F",3,"MA",3,"6",12580534,"12",6
"3946",500,"GRANT","BLVD",10,"",6,4,3,1010,39,"5/15/2016",2004,"F",3,"MA",3,"6",13018693,"12",6
"3947",500,"GRANT","BLVD",10,"",6,4,3,1010,39,"5/15/2016",2004,"F",3,"MA",3,"6",12580532,"12",6
"3948",500,"GREENWOOD","PL",1,"",5,3,2,260,25,"6/15/2016",2000,"F",3,"Local",1,"6",12577630,"16",5
"3949",500,"HAMILTON","ST",3,"",5,3,3,586,25,"4/15/2016",1999,"O",2,"Local",1,"3",12572820,"17",6
"3950",500,"HARRISON","ST",3,"",9,5,5,794,46,"6/15/2016",2014,"F",3,"Local",1,"6",12577675,"2",10
"3951",500,"HAWLEY","AVE",6,"",3,2,2,440,38,"4/15/2016",2002,"F",3,"Local",1,"6",12578243,"14",4
"3952",500,"HELEN","ST",3,"",6,3,3,317,27,"5/15/2016",1985,"F",3,"Local",1,"6",12580447,"31",5
"3953",500,"HERKIMER","ST",3,"",6,3,3,258,29,"6/14/2016",1985,"O",2,"Local",1,"3",12572757,"31",6
"3954",500,"HIAWATHA","BLVD",10,"E",4,3,1,465,36,"4/14/2016",1985,"F",3,"MA",3,"6",12575478,"31",4
"3955",500,"HIAWATHA","BLVD",10,"W",9,5,5,1170,50,"4/15/2016",2013,"F",3,"MA",3,"6",13020313,"3",9
"3956",500,"HIAWATHA","BLVD",10,"W",9,5,5,1170,50,"4/15/2016",2013,"F",3,"MA",3,"6",13020314,"3",9
"3957",500,"HICKORY","ST",3,"",4,2,2,477,27,"4/14/2016",1985,"O",2,"Local",1,"6",12577976,"31",4
"3958",500,"HIGHLAND","ST",3,"",6,4,2,372,27,"4/15/2016",1985,"F",3,"Local",1,"6",12580087,"31",6
"3959",500,"HILLSDALE","AVE",6,"",4,2,4,586,27,"4/14/2016",1985,"O",2,"Local",1,"3",12580948,"31",5
"3960",500,"HILLSIDE","ST",3,"",6,3,5,271,27,"4/14/2016",1985,"O",2,"Local",1,"3",12580676,"31",6
"3961",500,"HIXSON","AVE",6,"",10,5,5,285,27,"6/15/2016",2015,"F",3,"Local",1,"3",12580423,"1",10
"3962",500,"HUNT","AVE",6,"",6,3,3,381,22,"6/14/2016",1985,"O",2,"Local",1,"3",12572097,"31",6
"3963",500,"IRVING","AVE",6,"",7,4,5,440,35,"5/15/2016",2004,"F",3,"MA",3,"6",12577763,"12",7
"3964",500,"JACKSON","ST",3,"",3,2,2,410,30,"4/14/2016",1985,"F",3,"Local",1,"6",12577411,"31",4
"3965",500,"JACKSON","ST",3,"",3,2,2,410,30,"4/14/2016",1985,"F",3,"Local",1,"6",12577473,"31",4
"3966",500,"JAMES","ST",3,"",6,2,4,475,40,"4/15/2016",2004,"F",3,"PA",4,"6",12577970,"12",6
"3967",500,"JAMESVILLE","AVE",6,"",5,3,2,330,NA,"5/14/2016",1985,"F",3,"Local",1,"4",12576957,"31",5
"3968",500,"JOHN","ST",3,"",6,2,4,310,34,"4/15/2016",2000,"F",3,"Local",1,"6",12580183,"16",5
"3969",500,"KENSINGTON","RD",5,"",3,2,1,382,24,"5/14/2016",1985,"F",3,"Local",1,"6",12578393,"31",3
"3970",500,"KIRK PARK","DR",4,"",2,2,1,340,NA,"3/15/2016",1985,"O",2,"Parks",5,"",12572106,"31",3
"3971",500,"LEMOYNE","AVE",6,"",4,2,2,495,36,"4/14/2016",1985,"F",3,"Local",1,"6",12575264,"31",4
"3972",500,"LEXINGTON","AVE",6,"",4,2,2,306,34,"5/14/2016",1985,"F",3,"Local",1,"6",12578717,"31",4
"3973",500,"LODI","ST",3,"",8,4,5,195,40,"4/14/2016",1999,"F",3,"MA",3,"6",12578081,"17",8
"3974",500,"LOWELL","AVE",6,"N",5,2,4,420,36,"6/14/2016",1985,"O",2,"Local",1,"3",12572840,"31",5
"3975",500,"LYNCH","AVE",6,"",4,2,4,420,23,"6/14/2016",1999,"O",2,"Local",1,"3",12571819,"17",5
"3976",500,"MARCELLUS","ST",3,"",5,3,3,465,35,"6/14/2016",1985,"F",3,"Local",1,"6",12573618,"31",5
"3977",500,"MASSENA","ST",3,"",7,3,5,80,25,"4/14/2016",1999,"O",2,"Local",1,"3",12573280,"17",6
"3978",500,"MCBRIDE","ST",3,"N",5,3,3,330,30,"4/14/2016",2000,"F",3,"Local",1,"6",12577981,"16",6
"3979",500,"MELROSE","AVE",6,"",7,3,5,297,36,"4/14/2016",1999,"F",3,"Local",1,"6",12580934,"17",7
"3980",500,"MELROSE","AVE",6,"",7,3,5,297,36,"4/14/2016",1999,"F",3,"Local",1,"6",13010339,"17",7
"3981",500,"MIDLAND","AVE",6,"",7,3,4,322,30,"4/13/2016",1985,"F",3,"MA",3,"6",12573325,"31",6
"3982",500,"MIDLAND","AVE",6,"",7,3,4,322,30,"4/13/2016",1985,"F",3,"MA",3,"6",12573328,"31",6
"3983",500,"MIDLAND","AVE",6,"",7,3,4,322,30,"4/13/2016",1985,"F",3,"MA",3,"6",12573327,"31",6
"3984",500,"MIDLER","AVE",6,"S",5,2,4,570,36,"4/14/2016",1989,"F",3,"MA",3,"6",12580958,"27",5
"3985",500,"MILTON","AVE",6,"",7,3,5,391,35,"4/15/2016",2004,"F",3,"Local",1,"6",12572828,"12",7
"3986",500,"MILTON","AVE",6,"",7,3,5,391,35,"4/15/2016",2004,"F",3,"Local",1,"6",13012507,"12",7
"3987",500,"MONTGOMERY","ST",3,"",7,4,4,471,45,"4/14/2016",1985,"F",3,"CO",2,"6",12577659,"31",7
"3988",500,"MOUNTAINVIEW","AVE",6,"",7,4,4,345,27,"5/14/2016",1985,"O",2,"Local",1,"3",13011133,"31",7
"3989",500,"MOUNTAINVIEW","AVE",6,"",7,4,4,345,27,"5/14/2016",1985,"O",2,"Local",1,"3",12578992,"31",7
"3990",500,"MOUNTAINVIEW","AVE",6,"",7,4,4,345,27,"5/14/2016",1985,"O",2,"Local",1,"3",13011147,"31",7
"3991",500,"MYRTLE","ST",3,"",5,2,3,438,27,"6/14/2016",1985,"O",2,"Local",1,"3",12572685,"31",5
"3992",500,"NEWELL","ST",3,"W",6,3,2,286,24,"4/15/2016",1999,"F",3,"Local",1,"6",12572090,"17",5
"3993",500,"NEWELL","ST",3,"W",6,3,2,286,24,"4/15/2016",1999,"F",3,"Local",1,"6",12572092,"17",5
"3994",500,"NIAGARA","ST",3,"",6,3,3,290,30,"4/14/2016",1985,"OF",5,"Local",1,"3",12573612,"31",5
"3995",500,"NICHOLS","AVE",6,"",6,3,5,560,25,"4/14/2016",1985,"O",2,"Local",1,"3",12580960,"31",6
"3996",500,"NICHOLS","AVE",6,"",6,3,5,560,25,"4/14/2016",1985,"O",2,"Local",1,"3",12580966,"31",6
"3997",500,"NORTHCLIFFE","RD",5,"",6,3,5,380,28,"4/14/2016",1985,"O",2,"Local",1,"3",12581067,"31",6
"3998",500,"NOTTINGHAM","RD",5,"",10,5,5,1067,29,"11/13/2016",2013,"O",2,"MA",3,"4",12578376,"3",10
"3999",500,"NOTTINGHAM","RD",5,"",10,5,5,1067,29,"11/13/2016",2013,"O",2,"MA",3,"4",12577149,"3",10
"4000",500,"OAK","ST",3,"",5,3,2,678,30,"5/15/2016",1999,"F",3,"CO",2,"6",12580319,"17",5
"4001",500,"OAKWOOD","AVE",6,"",5,3,2,1019,35,"4/15/2016",1999,"F",3,"Local",1,"6",12577271,"17",5
"4002",500,"ONEIDA","ST",3,"",3,2,1,395,30,"5/14/2016",1987,"F",3,"Local",1,"6",12573363,"29",3
"4003",500,"ONONDAGA","AVE",6,"",7,3,4,781,30,"3/14/2016",2005,"F",3,"MA",3,"6",13002150,"11",7
"4004",500,"ONONDAGA","AVE",6,"",7,3,4,781,30,"3/14/2016",2005,"F",3,"MA",3,"6",12573151,"11",7
"4005",500,"ONONDAGA","ST",3,"W",10,5,5,385,58,"4/14/2016",2013,"F",3,"MA",3,"6",13021001,"3",10
"4006",500,"ONONDAGA","ST",3,"W",10,5,5,385,58,"4/14/2016",2013,"F",3,"MA",3,"6",12573348,"3",10
"4007",500,"OSTRANDER","AVE",6,"W",6,3,4,222,24,"6/14/2016",2002,"F",3,"Local",1,"6",12571991,"14",6
"4008",500,"OSTROM","AVE",6,"",7,3,4,385,28,"4/14/2016",2004,"F",3,"Local",1,"6",12577592,"12",6
"4009",500,"OSWEGO","ST",3,"",4,2,3,306,36,"4/14/2016",2001,"F",3,"Local",1,"6",12573598,"15",5
"4010",500,"OTISCO","ST",3,"",6,3,3,465,30,"6/14/2016",1999,"F",3,"Local",1,"6",12573594,"17",6
"4011",500,"PACIFIC","AVE",6,"",8,4,4,250,21,"4/15/2016",1999,"O",2,"Local",1,"3",12571788,"17",7
"4012",500,"PARK","AVE",6,"",8,4,4,491,50,"4/15/2016",2007,"F",3,"Local",1,"6",12573762,"9",8
"4013",500,"PARK","ST",3,"",6,3,3,243,30,"5/15/2016",2002,"F",3,"CO",2,"6",12580107,"14",6
"4014",500,"PLUM","ST",3,"",6,3,3,NA,NA,"4/14/2016",1985,"F",3,"Local",1,"6",12573930,"31",5
"4015",500,"PLUM","ST",3,"",6,3,3,NA,NA,"4/14/2016",1985,"F",3,"Local",1,"6",13020306,"31",5
"4016",500,"PLYMOUTH","DR",4,"",7,4,4,253,23,"4/14/2016",1999,"O",2,"Local",1,"3",12581161,"17",7
"4017",500,"POND","ST",3,"",5,3,4,477,35,"4/14/2016",1999,"F",3,"CO",2,"6",12580138,"17",6
"4018",500,"PROSPECT","AVE",6,"",6,4,3,422,44,"4/14/2016",1999,"F",3,"Local",1,"6",12580000,"17",6
"4019",500,"RENWICK","AVE",6,"",6,3,4,456,30,"4/14/2016",1985,"F",3,"MA",3,"6",12577436,"31",6
"4020",500,"RENWICK","AVE",6,"",6,3,4,456,30,"4/14/2016",1985,"F",3,"MA",3,"6",12577463,"31",6
"4021",500,"RICH","ST",3,"",6,4,3,526,0,"3/15/2016",1985,"O",2,"Local",1,"",12573159,"31",6
"4022",500,"RICH","ST",3,"",6,4,3,526,0,"3/15/2016",1985,"O",2,"Local",1,"",13020282,"31",6
"4023",500,"RICH","ST",3,"",6,4,3,526,0,"3/15/2016",1985,"O",2,"Local",1,"",12573158,"31",6
"4024",500,"RICH","ST",3,"",6,4,3,526,0,"3/15/2016",1985,"O",2,"Local",1,"",12573204,"31",6
"4025",500,"RICHMOND","AVE",6,"",5,3,3,920,27,"4/14/2016",1985,"F",3,"Local",1,"6",13028416,"31",6
"4026",500,"RICHMOND","AVE",6,"",5,3,3,920,27,"4/14/2016",1985,"F",3,"Local",1,"6",12573523,"31",6
"4027",500,"ROBERTS","AVE",6,"",7,4,4,2020,34,"9/14/2016",2012,"F",3,"Local",1,"6",12572949,"4",8
"4028",500,"ROBERTS","AVE",6,"",7,4,4,2020,34,"9/14/2016",2012,"F",3,"Local",1,"6",13002183,"4",8
"4029",500,"ROBINEAU","RD",5,"",7,4,3,845,30,"6/14/2016",1999,"O",2,"Local",1,"3",12571856,"17",7
"4030",500,"ROBINSON","ST",3,"",5,2,3,351,30,"4/15/2016",1985,"F",3,"Local",1,"6",12580391,"31",4
"4031",500,"ROBINSON","ST",3,"",5,2,3,351,30,"4/15/2016",1985,"F",3,"Local",1,"6",13028289,"31",4
"4032",500,"ROWLAND","ST",3,"",7,4,4,336,32,"4/14/2016",1999,"O",2,"Local",1,"3",12573008,"17",7
"4033",500,"RUGBY","RD",5,"",6,3,4,396,31,"4/14/2016",1999,"F",3,"Local",1,"3",13010293,"17",6
"4034",500,"RUGBY","RD",5,"",6,3,4,396,31,"4/14/2016",1999,"F",3,"Local",1,"3",12580458,"17",6
"4035",500,"SALINA","ST",3,"N",8,4,4,581,70,"4/14/2016",2003,"F",3,"MA",3,"6",12579999,"13",7
"4036",500,"SALINA","ST",3,"N",8,4,4,581,70,"4/14/2016",2003,"F",3,"MA",3,"6",12579995,"13",7
"4037",500,"SALINA","ST",3,"S",6,4,3,665,56,"4/14/2016",1999,"F",3,"Local",1,"6",12577649,"17",6
"4038",500,"SALT SPRINGS","RD",5,"",8,3,4,567,25,"6/15/2016",2010,"F",3,"MA",3,"6",12578756,"6",7
"4039",500,"SALT SPRINGS","RD",5,"",8,3,4,567,25,"6/15/2016",2010,"F",3,"MA",3,"6",12578762,"6",7
"4040",500,"SCHUYLER","ST",3,"",6,2,4,605,27,"6/14/2016",2005,"O",2,"Local",1,"3",12572733,"11",6
"4041",500,"SCOTT","AVE",6,"",6,3,3,690,29,"5/14/2016",1999,"O",2,"Local",1,"3",12578543,"17",6
"4042",500,"SCOVILLE","AVE",6,"",5,3,4,342,28,"5/15/2016",2004,"O",2,"Local",1,"6",12580451,"12",6
"4043",500,"SEDGWICK","DR",4,"",5,2,3,560,36,"5/15/2016",1983,"F",3,"Local",1,"6",12580454,"33",5
"4044",500,"SEDGWICK","DR",4,"",5,2,3,560,36,"5/15/2016",1983,"F",3,"Local",1,"6",13010289,"33",5
"4045",500,"SEDGWICK","DR",4,"",5,2,3,560,36,"5/15/2016",1983,"F",3,"Local",1,"6",13010288,"33",5
"4046",500,"SEDGWICK","DR",4,"",5,2,3,560,36,"5/15/2016",1983,"F",3,"Local",1,"6",13012650,"33",5
"4047",500,"SEDGWICK","DR",4,"",5,2,3,560,36,"5/15/2016",1983,"F",3,"Local",1,"6",12580452,"33",5
"4048",500,"SEDGWICK","DR",4,"",5,2,3,560,36,"5/15/2016",1983,"F",3,"Local",1,"6",13010291,"33",5
"4049",500,"SEELEY","RD",5,"",5,3,2,306,27,"6/15/2016",2004,"F",3,"MA",3,"6",12578779,"12",5
"4050",500,"SEELEY","RD",5,"",5,3,2,306,27,"6/15/2016",2004,"F",3,"MA",3,"6",12578835,"12",5
"4051",500,"SEVENTH NORTH","ST",3,"",6,3,3,533,33,"4/15/2016",2000,"F",3,"MA",3,"6",12575599,"16",6
"4052",500,"SEVENTH NORTH","ST",3,"",6,3,3,533,33,"4/15/2016",2000,"F",3,"MA",3,"6",12575598,"16",6
"4053",500,"SEYMOUR","ST",3,"",8,5,3,2010,30,"4/15/2016",2007,"F",3,"CO",2,"6",13013140,"9",8
"4054",500,"SOLAR","ST",3,"",5,2,3,1552,36,"4/15/2016",1985,"F",3,"Local",1,"6",12575065,"31",4
"4055",500,"SOUTH","AVE",6,"",10,5,5,343,34,"3/14/2016",2014,"F",3,"CO",2,"6",12573307,"2",10
"4056",500,"SPENCER","ST",3,"",4,2,2,887,36,"4/14/2016",1999,"F",3,"Local",1,"6",12573798,"17",4
"4057",500,"SPENCER","ST",3,"",4,2,2,887,36,"4/14/2016",1999,"F",3,"Local",1,"6",12573580,"17",4
"4058",500,"SPRING","ST",3,"",7,3,4,280,28,"4/14/2016",1985,"O",2,"Local",1,"3",12580159,"31",6
"4059",500,"STAFFORD","AVE",6,"",7,3,5,620,29,"4/15/2016",2001,"O",2,"Local",1,"3",12580913,"15",7
"4060",500,"STATE","ST",3,"N",5,3,2,502,60,"4/14/2016",1999,"F",3,"MA",3,"6",12577957,"17",5
"4061",500,"STATE FAIR","BLVD",10,"",3,2,1,1200,40,"4/14/2016",2002,"F",3,"Local",1,"4",12574981,"14",3
"4062",500,"STATE FAIR","BLVD",10,"",3,2,1,1200,40,"4/14/2016",2002,"F",3,"Local",1,"4",12574976,"14",3
"4063",500,"STATE FAIR","BLVD",10,"",3,2,1,1200,40,"4/14/2016",2002,"F",3,"Local",1,"4",12574889,"14",3
"4064",500,"STERLING","AVE",6,"",8,4,5,295,32,"3/14/2016",2002,"O",2,"Local",1,"3",12573164,"14",8
"4065",500,"STINARD","AVE",6,"",5,3,2,471,27,"9/14/2016",1985,"F",3,"Local",1,"6",12572946,"31",5
"4066",500,"STOLP","AVE",6,"",8,4,5,378,35,"4/14/2016",2006,"F",3,"Local",1,"6",12572963,"10",8
"4067",500,"STRATFORD","ST",3,"",8,4,5,280,30,"4/14/2016",2005,"F",3,"Local",1,"6",12577598,"11",8
"4068",500,"SUNNYCREST","RD",5,"",6,3,4,354,24,"4/14/2016",1985,"O",2,"Local",1,"3",12580972,"31",6
"4069",500,"TALLMAN","ST",3,"",6,3,3,343,30,"4/14/2016",2003,"F",3,"CO",2,"6",12573324,"13",6
"4070",500,"TALLMAN","ST",3,"",6,3,3,343,30,"4/14/2016",2003,"F",3,"CO",2,"6",13002384,"13",6
"4071",500,"TAYLOR","ST",3,"E",7,4,2,405,27,"4/14/2016",2000,"F",3,"Local",1,"6",12577467,"16",6
"4072",500,"TAYLOR","ST",3,"W",7,4,3,220,30,"4/14/2016",1985,"F",3,"Local",1,"6",13020287,"31",6
"4073",500,"TAYLOR","ST",3,"W",7,4,3,220,30,"4/14/2016",1985,"F",3,"Local",1,"6",13020288,"31",6
"4074",500,"TEALL","AVE",6,"",9,5,5,529,30,"4/14/2016",2011,"F",3,"PA",4,"6",12578349,"5",9
"4075",500,"TEALL","AVE",6,"",9,5,5,529,30,"4/14/2016",2011,"F",3,"PA",4,"6",12578350,"5",9
"4076",500,"TEALL","AVE",6,"",9,5,5,529,30,"4/14/2016",2011,"F",3,"PA",4,"6",13027393,"5",9
"4077",500,"THURBER","ST",3,"",6,3,4,348,23,"3/15/2016",2004,"O",2,"CO",2,"3",12576964,"12",6
"4078",500,"TOMPKINS","ST",3,"",8,4,3,613,36,"4/15/2016",2002,"F",3,"Local",1,"6",12572728,"14",7
"4079",500,"TOWNSEND","ST",3,"N",8,4,5,440,35,"4/15/2016",2011,"F",3,"Local",1,"6",12577975,"5",8
