"","block","streetName","streetType","stretTypeNum","streetDirection","overall","crack","patch","length","width","dateRated","dateLastOverlay","flushOil","flushOilNum","class","classnum","pavement","streetID","NumofYrs","predict"
"1",0,"KINGSLEY","PL",1,"",5,2,4,606,0,"4/15/2016",1985,"",1,"Local",1,"",12572861,"31",5
"2",100,"ABERDEEN","TER",2,"",6,3,4,530,22,"4/14/2016",1988,"O",2,"Local",1,"3",12581174,"28",6
"3",100,"ACADEMY","PL",1,"",6,4,2,588,28,"4/15/2016",1985,"O",2,"Local",1,"3",12576512,"31",6
"4",100,"ACADEMY","ST",3,"",8,4,4,325,25,"4/15/2016",1999,"O",2,"Local",1,"3",12571714,"17",7
"5",100,"ADAMS","ST",3,"E",10,5,5,176,64,"6/15/2016",2015,"F",3,"Local",1,"6",12577644,"1",10
"6",100,"ADAMS","ST",3,"W",8,3,5,352,64,"4/14/2016",2000,"F",3,"Local",1,"6",12573680,"16",7
"7",100,"AINSLEY","DR",4,"",6,3,2,411,26,"5/14/2016",1985,"F",3,"CO",2,"3",12576914,"31",5
"8",100,"AINSLEY","DR",4,"",6,3,2,411,26,"5/14/2016",1985,"F",3,"CO",2,"3",12576911,"31",5
"9",100,"ALANSON","RD",5,"",5,2,5,880,18,"3/15/2016",2004,"F",3,"Local",1,"6",12572940,"12",5
"10",100,"ALANSON","RD",5,"",5,2,5,880,18,"3/15/2016",2004,"F",3,"Local",1,"6",12571891,"12",5
"11",100,"ALANSON","RD",5,"",5,2,5,880,18,"3/15/2016",2004,"F",3,"Local",1,"6",12572942,"12",5
"12",100,"ALBERT","RD",5,"",4,2,4,327,27,"5/14/2016",1985,"O",2,"Local",1,"3",12578942,"31",5
"13",100,"ALDEN","ST",3,"",5,2,3,792,26,"5/14/2016",1989,"O",2,"Local",1,"3",12576956,"27",5
"14",100,"ALEXANDER","AVE",6,"",2,1,1,686,27,"5/14/2016",1985,"F",3,"Local",1,"4",12577333,"31",2
"15",100,"ALMOND","ST",3,"",5,3,2,150,54,"4/14/2016",1999,"F",3,"Local",1,"6",12577993,"17",5
"16",100,"ALMOND","ST",3,"",5,3,2,150,54,"4/14/2016",1999,"F",3,"Local",1,"6",12578006,"17",5
"17",100,"ALTON","ST",3,"",6,3,3,1050,25,"4/14/2016",2002,"O",2,"Local",1,"3",13002170,"14",6
"18",100,"ALTON","ST",3,"",6,3,3,1050,25,"4/14/2016",2002,"O",2,"Local",1,"3",13011484,"14",6
"19",100,"ALVORD","ST",3,"S",5,2,3,352,32,"4/14/2016",1987,"F",3,"Local",1,"6",12580079,"29",5
"20",100,"AMES","AVE",6,"",6,3,3,323,26,"6/14/2016",1985,"O",2,"Local",1,"3",12571734,"31",6
"21",100,"AMHERST","AVE",6,"",7,4,3,557,25,"5/14/2016",2005,"F",3,"Local",1,"4",12576881,"11",7
"22",100,"AMIDON","DR",4,"",4,3,1,250,27,"6/15/2016",1999,"F",3,"Local",1,"4",13002105,"17",4
"23",100,"AMY","ST",3,"",8,4,4,792,27,"4/15/2016",1999,"O",2,"Local",1,"3",12573417,"17",7
"24",100,"ANDERSON","AVE",6,"",6,3,4,1150,25,"5/14/2016",1999,"O",2,"Local",1,"3",12576600,"17",6
"25",100,"ANDOVER","RD",5,"",6,3,5,323,21,"5/14/2016",1985,"O",2,"Local",1,"3",12577527,"31",6
"26",100,"ARCH","ST",3,"",6,2,4,352,18,"4/15/2016",2002,"O",2,"Local",1,"3",12581146,"14",5
"27",100,"ARCHER","RD",5,"",7,3,5,323,28,"3/14/2016",2001,"O",2,"Local",1,"3",12572325,"15",7
"28",100,"ARDEN","DR",4,"",6,3,3,323,28,"4/14/2016",2003,"O",2,"Local",1,"3",12571869,"13",6
"29",100,"ARDMORE","PL",1,"",4,2,4,247,26,"3/15/2016",1985,"O",2,"Local",1,"3",12580667,"31",5
"30",100,"ARDMORE","PL",1,"",4,2,4,247,26,"3/15/2016",1985,"O",2,"Local",1,"3",12580665,"31",5
"31",100,"ARGONNE","DR",4,"",4,3,3,175,22,"4/14/2016",1989,"O",2,"Local",1,"3",12572899,"27",6
"32",100,"ARGYLE","AVE",6,"",3,2,3,360,25,"5/14/2016",2005,"F",3,"Local",1,"3",12580767,"11",5
"33",100,"ARGYLE","TER",2,"",7,2,5,330,25,"",1985,"F",3,"Local",1,"",12573198,"-85",5
"34",100,"ARLINGTON","AVE",6,"",4,2,2,500,36,"6/14/2016",1985,"F",3,"Local",1,"6",12572035,"31",4
"35",100,"ARMSTRONG","PL",1,"",6,3,4,381,30,"5/15/2016",1999,"O",2,"Local",1,"3",12571903,"17",6
"36",100,"ARNTS","PL",1,"",7,3,4,495,18,"6/15/2016",1999,"O",2,"Local",1,"3",12575521,"17",6
"37",100,"ARSENAL","DR",4,"",4,2,2,323,26,"4/14/2016",1999,"O",2,"Local",1,"3",12576562,"17",4
"38",100,"ASH","ST",3,"",5,3,3,381,30,"4/15/2016",1999,"F",3,"Local",1,"6",12575114,"17",6
"39",100,"ASHDALE","AVE",6,"",6,3,4,716,27,"4/15/2016",1988,"O",2,"Local",1,"3",12581076,"28",6
"40",100,"ASHWORTH","PL",1,"",4,3,2,600,27,"4/14/2016",1999,"F",3,"Local",1,"6",12578137,"17",5
"41",100,"ATKINSON","AVE",6,"",7,3,5,739,23,"4/14/2016",1985,"O",2,"Local",1,"3",12572894,"31",6
"42",100,"ATLANTIC","AVE",6,"",6,3,3,NA,NA,"4/15/2016",1985,"O",2,"Local",1,"3",12576699,"31",6
"43",100,"AUSTIN","AVE",6,"",7,3,5,1637,23,"4/14/2016",2003,"O",2,"Local",1,"3",12572328,"13",7
"44",100,"AVERY","AVE",6,"S",6,2,4,352,36,"4/15/2016",1999,"F",3,"CO",2,"6",13010364,"17",5
"45",100,"AVERY","AVE",6,"S",6,2,4,352,36,"4/15/2016",1999,"F",3,"CO",2,"6",13010365,"17",5
"46",100,"AVERY","AVE",6,"S",6,2,4,352,36,"4/15/2016",1999,"F",3,"CO",2,"6",12572698,"17",5
"47",100,"AVOCA","ST",3,"",3,2,3,685,28,"4/14/2016",2001,"O",2,"Local",1,"3",12572709,"15",5
"48",100,"AVON","RD",5,"",5,2,3,561,25,"6/15/2016",2002,"F",3,"Local",1,"4",12581144,"14",4
"49",100,"AVONDALE","PL",1,"",6,4,3,605,27,"4/15/2016",1999,"F",3,"Local",1,"6",12577635,"17",6
"50",100,"BAKER","AVE",6,"",7,4,4,NA,NA,"",1985,"",1,"Local",1,"",12577267,"-85",7
"51",100,"BALDWIN","AVE",6,"",6,3,2,1007,27,"4/15/2016",1999,"O",2,"Local",1,"3",12571994,"17",5
"52",100,"BALL","CIR",7,"",5,3,2,1031,26,"5/14/2016",1985,"O",2,"Local",1,"3",12576912,"31",5
"53",100,"BALLANTYNE","RD",5,"",8,4,4,805,31,"5/14/2016",2004,"F",3,"Local",1,"4",13028538,"12",8
"54",100,"BALLANTYNE","RD",5,"",8,4,4,805,31,"5/14/2016",2004,"F",3,"Local",1,"4",12576746,"12",8
"55",100,"BALLARD","AVE",6,"",5,3,3,375,NA,"3/15/2016",1985,"O",2,"Local",1,"3",12573229,"31",6
"56",100,"BARKER","AVE",6,"",5,2,4,178,30,"4/14/2016",2001,"O",2,"Local",1,"3",12573771,"15",5
"57",100,"BARNES","AVE",6,"",5,3,3,317,27,"4/15/2016",1999,"O",2,"Local",1,"3",12571901,"17",6
"58",100,"BARNES","AVE",6,"",5,3,3,317,27,"4/15/2016",1999,"O",2,"Local",1,"3",12571902,"17",6
"59",100,"BARRINGTON","RD",5,"",6,3,3,411,30,"6/15/2016",1999,"O",2,"Local",1,"3",12579593,"17",6
"60",100,"BASIN","ST",3,"",7,3,3,455,30,"4/15/2016",2004,"F",3,"Local",1,"4",12575165,"12",6
"61",100,"BASSETT","ST",3,"",7,4,3,411,27,"6/15/2016",2006,"F",3,"Local",1,"3",12578184,"10",7
"62",100,"BASSETT","ST",3,"",7,4,3,411,27,"6/15/2016",2006,"F",3,"Local",1,"3",12578207,"10",7
"63",100,"BASSETT","ST",3,"",7,4,3,411,27,"6/15/2016",2006,"F",3,"Local",1,"3",13017590,"10",7
"64",100,"BASSETT","ST",3,"",7,4,3,616,27,"6/15/2016",2006,"F",3,"Local",1,"3",12578184,"10",7
"65",100,"BASSETT","ST",3,"",7,4,3,616,27,"6/15/2016",2006,"F",3,"Local",1,"3",12578207,"10",7
"66",100,"BASSETT","ST",3,"",7,4,3,616,27,"6/15/2016",2006,"F",3,"Local",1,"3",13017590,"10",7
"67",100,"BEACON","RD",5,"",7,3,4,264,28,"4/14/2016",2001,"F",3,"Local",1,"6",12581052,"15",6
"68",100,"BEACON","RD",5,"",7,3,4,264,28,"4/14/2016",2001,"F",3,"Local",1,"6",12581056,"15",6
"69",100,"BEAR","ST",3,"W",5,3,3,411,36,"4/14/2016",1985,"F",3,"MA",3,"6",12575203,"31",5
"70",100,"BEAR","ST",3,"W",5,3,3,411,36,"4/14/2016",1985,"F",3,"MA",3,"6",12575201,"31",5
"71",100,"BEAR","ST",3,"W",5,3,3,411,36,"4/14/2016",1985,"F",3,"MA",3,"6",13001193,"31",5
"72",100,"BEARD","AVE",6,"E",5,3,2,528,25,"5/14/2016",1999,"F",3,"Local",1,"6",12577248,"17",5
"73",100,"BEARD","AVE",6,"E",5,3,2,528,25,"5/14/2016",1999,"F",3,"Local",1,"6",12577247,"17",5
"74",100,"BEARD","AVE",6,"W",4,3,1,587,28,"3/15/2016",1999,"F",3,"Local",1,"6",12577235,"17",4
"75",100,"BEARD","PL",1,"",3,2,1,581,12,"5/14/2016",1999,"F",3,"Local",1,"4",12577242,"17",3
"76",100,"BEATTIE","ST",3,"",5,2,3,900,22,"6/15/2016",1988,"O",2,"Local",1,"6",12578830,"28",5
"77",100,"BEATTIE","ST",3,"",5,2,3,900,22,"6/15/2016",1988,"O",2,"Local",1,"6",12578829,"28",5
"78",100,"BEAUMONT","PL",1,"",4,2,4,293,35,"5/14/2016",1988,"O",2,"Local",1,"3",12578937,"28",5
"79",100,"BEAUMONT","PL",1,"",4,2,4,293,35,"5/14/2016",1988,"O",2,"Local",1,"3",13011132,"28",5
"80",100,"BECKER","ST",3,"",7,3,5,300,19,"4/15/2016",2002,"O",2,"Local",1,"3",12580216,"14",7
"81",100,"BEECH","ST",3,"S",8,4,5,381,30,"4/14/2016",2003,"F",3,"Local",1,"6",12578261,"13",8
"82",100,"BEECH","ST",3,"S",8,4,5,381,30,"4/14/2016",2003,"F",3,"Local",1,"6",12578258,"13",8
"83",100,"BEECHER","ST",3,"",7,4,4,590,25,"4/14/2016",1999,"F",3,"Local",1,"6",12580084,"17",7
"84",100,"BEECHER","ST",3,"",7,4,4,590,25,"4/14/2016",1999,"F",3,"Local",1,"6",12580077,"17",7
"85",100,"BEECHER","ST",3,"",7,4,4,590,25,"4/14/2016",1999,"F",3,"Local",1,"6",13012342,"17",7
"86",100,"BELLE","AVE",6,"",4,2,2,1504,24,"5/14/2016",1985,"O",2,"Local",1,"3",12576721,"31",4
"87",100,"BELLEVUE","AVE",6,"",5,3,3,352,30,"3/15/2016",1999,"F",3,"CO",2,"6",12573326,"17",6
"88",100,"BELLEVUE","AVE",6,"",5,3,3,352,30,"3/15/2016",1999,"F",3,"CO",2,"6",12573312,"17",6
"89",100,"BELLSHIRE","LN",8,"",7,3,4,400,28,"4/14/2016",1999,"O",2,"Local",1,"3",12575550,"17",6
"90",100,"BENDER","ST",3,"",7,3,5,211,22,"4/15/2016",1999,"O",2,"Local",1,"3",12580651,"17",6
"91",100,"BENEDICT","AVE",6,"",5,2,3,739,24,"5/14/2016",1985,"O",2,"Local",1,"3",12576899,"31",5
"92",100,"BENEDICT","AVE",6,"",5,2,3,739,24,"5/14/2016",1985,"O",2,"Local",1,"3",12577312,"31",5
"93",100,"BENNINGTON","DR",4,"",5,2,4,528,27,"6/15/2016",1985,"F",3,"Local",1,"6",12576753,"31",5
"94",100,"BERGER","AVE",6,"",7,3,4,1262,25,"4/15/2016",1999,"O",2,"Local",1,"3",12571996,"17",6
"95",100,"BERKELEY","DR",4,"",7,3,4,367,32,"5/15/2016",2000,"F",3,"Local",1,"6",13017688,"16",6
"96",100,"BERKELEY","DR",4,"",7,3,4,367,32,"5/15/2016",2000,"F",3,"Local",1,"6",13011307,"16",6
"97",100,"BERKELEY","DR",4,"",7,3,4,367,32,"5/15/2016",2000,"F",3,"Local",1,"6",12577560,"16",6
"98",100,"BERKSHIRE","AVE",6,"",3,2,2,909,27,"4/14/2016",1985,"F",3,"Local",1,"6",12580624,"31",4
"99",100,"BERTRAM","PL",1,"",6,3,4,1060,28,"4/15/2016",2004,"O",2,"Local",1,"3",12572061,"12",6
"100",100,"BERTRAM","PL",1,"",6,3,4,1060,28,"4/15/2016",2004,"O",2,"Local",1,"3",12572066,"12",6
"101",100,"BERTRAM","PL",1,"",6,3,4,1060,28,"4/15/2016",2004,"O",2,"Local",1,"3",12572064,"12",6
"102",100,"BERWYN","AVE",6,"",5,3,2,634,22,"5/14/2016",1985,"O",2,"Local",1,"3",12577307,"31",5
"103",100,"BEVERLY","RD",5,"",8,5,4,898,24,"3/14/2016",2009,"F",3,"Local",1,"4",12573141,"7",8
"104",100,"BISHOP","AVE",6,"",5,3,1,690,30,"6/14/2016",1985,"F",3,"Local",1,"6",12572116,"31",4
"105",100,"BISSELL","ST",3,"E",5,3,3,898,23,"3/14/2016",1999,"O",2,"Local",1,"3",12573177,"17",6
"106",100,"BISSELL","ST",3,"W",6,4,3,686,24,"3/14/2016",1999,"O",2,"Local",1,"3",12573172,"17",7
"107",100,"BLAINE","ST",3,"",10,5,5,634,25,"10/13/2016",2013,"F",3,"Local",1,"6",12573332,"3",10
"108",100,"BLOSSOM","RD",5,"",5,3,3,429,26,"5/14/2016",1999,"O",2,"Local",1,"3",12578748,"17",6
"109",100,"BOISE","DR",4,"",8,4,5,265,24,"5/15/2016",2006,"F",3,"Local",1,"6",12576976,"10",8
"110",100,"BORDEN","AVE",6,"E",4,3,1,550,33,"5/14/2016",1999,"F",3,"Local",1,"6",12577250,"17",4
"111",100,"BORDEN","AVE",6,"W",8,4,4,585,27,"5/14/2016",2005,"F",3,"Local",1,"6",12577243,"11",8
"112",100,"BOSTON","ST",3,"",5,3,3,290,26,"4/14/2016",1985,"O",2,"Local",1,"3",12581282,"31",6
"113",100,"BOYDEN","ST",3,"",3,2,2,615,27,"4/15/2016",1985,"F",3,"Local",1,"6",12580373,"31",4
"114",100,"BRACE","ST",3,"",8,4,4,581,21,"4/14/2016",2005,"O",2,"Local",1,"3",12575519,"11",8
"115",100,"BRADFORD","LN",8,"",5,3,4,718,29,"6/15/2016",2000,"O",2,"Local",1,"3",12578544,"16",6
"116",100,"BRADFORD","PKWY",9,"",6,3,3,1027,36,"6/15/2016",2000,"F",3,"Local",1,"6",13013253,"16",5
"117",100,"BRADFORD","PKWY",9,"",6,3,3,1027,36,"6/15/2016",2000,"F",3,"Local",1,"6",12578571,"16",5
"118",100,"BRADFORD","PKWY",9,"",6,3,3,1027,36,"6/15/2016",2000,"F",3,"Local",1,"6",13011009,"16",5
"119",100,"BRADFORD","PKWY",9,"",6,3,3,1027,36,"6/15/2016",2000,"F",3,"Local",1,"6",13011010,"16",5
"120",100,"BRADFORD","PKWY",9,"",6,3,3,1027,36,"6/15/2016",2000,"F",3,"Local",1,"6",13013251,"16",5
"121",100,"BRADFORD","PKWY",9,"",6,3,3,1027,36,"6/15/2016",2000,"F",3,"Local",1,"6",12578743,"16",5
"122",100,"BRADFORD","ST",3,"",6,4,3,554,25,"6/14/2016",1985,"O",2,"Local",1,"3",12571775,"31",6
"123",100,"BRADLEY","ST",3,"",7,3,4,350,24,"4/14/2016",1985,"O",2,"Local",1,"3",12573075,"31",6
"124",100,"BRAMPTON","RD",5,"",6,3,3,1056,24,"6/15/2016",1985,"O",2,"Local",1,"3",12576521,"31",6
"125",100,"BRATTLE","RD",5,"",3,2,3,880,20,"5/15/2016",1999,"F",3,"Local",1,"6",13010278,"17",4
"126",100,"BRIGGS","ST",3,"",5,2,3,909,25,"4/14/2016",1985,"O",2,"Local",1,"3",12580630,"31",5
"127",100,"BRIGHTON","AVE",6,"E",6,3,4,528,35,"6/15/2016",2008,"F",3,"PA",4,"6",12576856,"8",7
"128",100,"BRIGHTON","AVE",6,"W",7,4,3,410,30,"5/14/2016",2001,"F",3,"Local",1,"6",12576812,"15",7
"129",100,"BRIGHTON","AVE",6,"W",7,4,3,410,30,"5/14/2016",2001,"F",3,"Local",1,"6",12576813,"15",7
"130",100,"BRIGHTON","AVE",6,"W",7,4,3,484,30,"5/14/2016",2001,"F",3,"Local",1,"6",12576812,"15",7
"131",100,"BRIGHTON","AVE",6,"W",7,4,3,484,30,"5/14/2016",2001,"F",3,"Local",1,"6",12576813,"15",7
"132",100,"BRISTOL","PL",1,"",7,4,5,380,25,"6/15/2016",2002,"F",3,"Local",1,"6",12578170,"14",8
"133",100,"BROAD","ST",3,"",5,2,4,440,36,"3/15/2016",2004,"F",3,"CO",2,"6",12577532,"12",6
"134",100,"BROADVIEW","DR",4,"",6,3,5,500,24,"4/14/2016",1999,"O",2,"Local",1,"3",12572178,"17",6
"135",100,"BRONSON","ST",3,"",5,3,5,338,27,"5/14/2016",1985,"O",2,"Local",1,"3",12576507,"31",6
"136",100,"BRONX","AVE",6,"",5,2,3,320,23,"4/14/2016",1985,"O",2,"Local",1,"3",12580482,"31",5
"137",100,"BRONX","AVE",6,"",5,2,3,320,23,"4/14/2016",1985,"O",2,"Local",1,"3",12580485,"31",5
"138",100,"BROOKFORD","RD",5,"",5,3,2,616,34,"5/14/2016",1999,"F",3,"Local",1,"6",12578742,"17",5
"139",100,"BROOKFORD","RD",5,"",5,3,2,616,34,"5/14/2016",1999,"F",3,"Local",1,"6",13013255,"17",5
"140",100,"BROOKLEA","DR",4,"",7,3,5,314,30,"4/15/2016",1985,"O",2,"Local",1,"3",12576492,"31",7
"141",100,"BROOKLEA","PL",1,"",6,3,5,997,26,"4/15/2016",2004,"O",2,"Local",1,"3",12576515,"12",6
"142",100,"BROOKSIDE","DR",4,"",8,3,5,158,NA,"6/15/2016",1985,"O",2,"Local",1,"3",12564359,"31",7
"143",100,"BROWN","ST",3,"",6,3,4,792,16,"4/15/2016",2002,"O",2,"Local",1,"3",13001365,"14",6
"144",100,"BRUCE","ST",3,"",7,3,5,500,26,"6/15/2016",2004,"O",2,"Local",1,"3",12578793,"12",6
"145",100,"BRUCE","ST",3,"",7,3,5,500,26,"6/15/2016",2004,"O",2,"Local",1,"3",12578797,"12",6
"146",100,"BRYANT","AVE",6,"",7,3,5,546,24,"6/14/2016",1999,"F",3,"Local",1,"6",12573398,"17",7
"147",100,"BUCKINGHAM","AVE",6,"",5,3,2,800,30,"5/15/2016",1999,"F",3,"Local",1,"6",12577554,"17",5
"148",100,"BUCKINGHAM","AVE",6,"",5,3,2,800,30,"5/15/2016",1999,"F",3,"Local",1,"6",12577549,"17",5
"149",100,"BUCKINGHAM","AVE",6,"",5,3,2,800,30,"5/15/2016",1999,"F",3,"Local",1,"6",12577606,"17",5
"150",100,"BUNGALOW","TER",2,"",5,2,4,634,25,"4/14/2016",1999,"O",2,"Local",1,"3",12572338,"17",5
"151",100,"BURDICK","AVE",6,"",8,4,5,733,23,"4/15/2016",2009,"O",2,"Local",1,"3",12575525,"7",8
"152",100,"BURLINGAME","RD",5,"",8,4,5,960,18,"5/15/2016",2006,"O",2,"Local",1,"3",13009825,"10",8
"153",100,"BURLINGAME","RD",5,"",8,4,5,960,18,"5/15/2016",2006,"O",2,"Local",1,"3",13016716,"10",8
"154",100,"BURNET","AVE",6,"",6,3,3,733,34,"4/14/2016",2004,"F",3,"MA",3,"6",12577921,"12",6
"155",100,"BURNET","AVE",6,"",6,3,3,733,34,"4/14/2016",2004,"F",3,"MA",3,"6",12577920,"12",6
"156",100,"BURNET PARK","DR",4,"",6,4,3,325,27,"6/14/2016",2003,"F",3,"Local",1,"6",12572727,"13",6
"157",100,"BURNET PARK","DR",4,"",6,4,3,325,27,"6/14/2016",2003,"F",3,"Local",1,"6",12572729,"13",6
"158",100,"BURNS","AVE",6,"",6,3,4,484,26,"4/15/2016",2002,"O",2,"Local",1,"3",12581280,"14",6
"159",100,"BURT","ST",3,"",8,5,4,337,30,"9/14/2016",2006,"F",3,"MA",3,"6",12577368,"10",8
"160",100,"BURTEN","ST",3,"",5,3,4,264,25,"5/14/2016",1985,"O",2,"Local",1,"3",12576954,"31",6
"161",100,"BUTLER","ST",3,"",5,2,5,528,26,"5/14/2016",1999,"O",2,"Local",1,"3",12576961,"17",5
"162",100,"BUTTERNUT","ST",3,"",6,3,3,105,40,"4/15/2016",1985,"F",3,"MA",3,"6",12573973,"31",5
"163",100,"BUTTERNUT","ST",3,"",6,3,3,105,40,"4/15/2016",1985,"F",3,"MA",3,"6",12575109,"31",5
"164",100,"BUTTERNUT","ST",3,"",6,3,3,105,40,"4/15/2016",1985,"F",3,"MA",3,"6",12575108,"31",5
"165",100,"BUTTERNUT","ST",3,"",6,3,3,105,40,"4/15/2016",1985,"F",3,"MA",3,"6",13001290,"31",5
"166",100,"BUTTERNUT","ST",3,"",6,3,3,105,40,"4/15/2016",1985,"F",3,"MA",3,"6",13001163,"31",5
"167",100,"BUTTERNUT","ST",3,"",6,3,3,105,40,"4/15/2016",1985,"F",3,"MA",3,"6",13001176,"31",5
"168",100,"BYRNE","PL",1,"",7,3,5,603,24,"6/15/2016",2000,"O",2,"Local",1,"3",12576551,"16",7
"169",100,"BYRNE","PL",1,"",7,3,5,603,24,"6/15/2016",2000,"O",2,"Local",1,"3",12576553,"16",7
"170",100,"CADILLAC","ST",3,"",6,3,4,531,26,"4/15/2016",1999,"O",2,"Local",1,"3",12580563,"17",6
"171",100,"CADILLAC","ST",3,"",6,3,4,531,26,"4/15/2016",1999,"O",2,"Local",1,"3",13012488,"17",6
"172",100,"CADWELL","ST",3,"",7,4,3,177,32,"4/14/2016",1999,"O",2,"Local",1,"3",12573086,"17",7
"173",100,"CALEB","AVE",6,"",6,3,4,228,27,"4/14/2016",2001,"O",2,"Local",1,"3",13001428,"15",6
"174",100,"CALTHROP","AVE",6,"E",8,4,5,211,30,"6/15/2016",1999,"F",3,"Local",1,"4",12576774,"17",8
"175",100,"CALTHROP","AVE",6,"W",7,3,3,1210,25,"5/14/2016",1999,"F",3,"Local",1,"6",12576769,"17",6
"176",100,"CALVIN","RD",5,"",5,3,5,634,26,"4/14/2016",1985,"O",2,"Local",1,"3",12571867,"31",6
"177",100,"CAMBRIDGE","ST",3,"",7,4,3,1531,28,"6/15/2016",2006,"F",3,"Local",1,"6",12578690,"10",7
"178",100,"CAMP","AVE",6,"",7,4,3,575,28,"4/15/2016",1999,"O",2,"Local",1,"3",12571771,"17",7
"179",100,"CANNON","ST",3,"",5,3,1,411,24,"5/14/2016",1985,"F",3,"Local",1,"6",12576836,"31",4
"180",100,"CARBON","ST",3,"",4,3,1,186,36,"4/14/2016",1985,"F",3,"Local",1,"6",12580109,"31",4
"181",100,"CARBON","ST",3,"S",2,1,2,465,27,"4/14/2016",1985,"F",3,"Local",1,"6",12580110,"31",2
"182",100,"CARLISLE","ST",3,"",8,3,5,528,25,"4/15/2016",2006,"O",2,"Local",1,"4",12575300,"10",7
"183",100,"CARLTON","DR",4,"",7,3,5,1111,29,"5/14/2016",1999,"O",2,"Local",1,"3",12578950,"17",6
"184",100,"CARLTON","DR",4,"",7,3,5,1111,29,"5/14/2016",1999,"O",2,"Local",1,"3",13011134,"17",6
"185",100,"CARLTON","RD",5,"",5,3,4,639,27,"4/14/2016",2001,"O",2,"Local",1,"3",12571873,"15",6
"186",100,"CATAWBA","ST",3,"",6,3,3,378,42,"4/14/2016",2001,"F",3,"Local",1,"6",13018246,"15",6
"187",100,"CATAWBA","ST",3,"",6,3,3,378,42,"4/14/2016",2001,"F",3,"Local",1,"6",12575122,"15",6
"188",100,"CATAWBA","ST",3,"",6,3,3,378,42,"4/14/2016",2001,"F",3,"Local",1,"6",12575118,"15",6
"189",100,"CATAWBA","ST",3,"",6,3,3,378,42,"4/14/2016",2001,"F",3,"Local",1,"6",12575167,"15",6
"190",100,"CATHERINE","ST",3,"",10,5,5,549,30,"6/15/2016",2015,"F",3,"Local",1,"6",12578010,"1",10
"191",100,"CAYUGA","ST",3,"",4,2,3,660,31,"4/15/2016",1999,"O",2,"Local",1,"3",12572830,"17",5
"192",100,"CAYUGA","ST",3,"",4,2,3,660,31,"4/15/2016",1999,"O",2,"Local",1,"3",13010437,"17",5
"193",100,"CAYUGA","ST",3,"",4,2,3,660,31,"4/15/2016",1999,"O",2,"Local",1,"3",13010436,"17",5
"194",100,"CENTRAL","AVE",6,"",6,3,3,317,16,"4/15/2016",1985,"O",2,"Local",1,"3",12573584,"31",6
"195",100,"CHAFFEE","AVE",6,"E",5,3,2,1064,27,"4/15/2016",1999,"O",2,"Local",1,"3",12576516,"17",5
"196",100,"CHAFFEE","AVE",6,"E",5,3,2,1064,27,"4/15/2016",1999,"O",2,"Local",1,"3",12571710,"17",5
"197",100,"CHAFFEE","AVE",6,"E",5,3,2,1064,27,"4/15/2016",1999,"O",2,"Local",1,"3",12576514,"17",5
"198",100,"CHAFFEE","AVE",6,"E",5,3,2,1064,27,"4/15/2016",1999,"O",2,"Local",1,"3",12576518,"17",5
"199",100,"CHAMPLIN","DR",4,"",4,2,3,600,23,"4/14/2016",1989,"O",2,"Local",1,"3",12581127,"27",5
"200",100,"CHANNING","PL",1,"",6,3,5,220,23,"6/15/2016",1999,"O",2,"Local",1,"3",12576552,"17",6
"201",100,"CHARLOTTE","ST",3,"",6,3,3,1003,18,"6/14/2016",1999,"O",2,"Local",1,"3",12572795,"17",6
"202",100,"CHARMOUTH","DR",4,"",4,2,2,792,27,"4/15/2016",1999,"O",2,"Local",1,"3",12572041,"17",4
"203",100,"CHATHAM","PL",1,"",5,2,3,317,26,"4/15/2016",1999,"O",2,"Local",1,"3",12580710,"17",5
"204",100,"CHATHAM","RD",5,"",6,3,3,898,27,"4/14/2016",2003,"F",3,"Local",1,"6",12580500,"13",6
"205",100,"CHELTENHAM","RD",5,"E",6,3,4,760,25,"6/15/2016",1985,"O",2,"Local",1,"3",12576530,"31",6
"206",100,"CHELTENHAM","RD",5,"N",5,2,3,479,24,"6/15/2016",1985,"O",2,"Local",1,"3",12576548,"31",4
"207",100,"CHELTENHAM","RD",5,"W",6,3,5,745,24,"6/15/2016",1999,"O",2,"Local",1,"3",12576510,"17",6
"208",100,"CHEMUNG","ST",3,"",6,3,3,338,36,"4/15/2016",1985,"F",3,"Local",1,"6",12574860,"31",5
"209",100,"CHENEY","ST",3,"",7,4,3,792,27,"3/15/2016",2002,"F",3,"Local",1,"6",12573155,"14",7
"210",100,"CHENEY","ST",3,"",7,4,3,792,27,"3/15/2016",2002,"F",3,"Local",1,"6",12573154,"14",7
"211",100,"CHENEY","ST",3,"",7,4,3,792,27,"3/15/2016",2002,"F",3,"Local",1,"6",12573160,"14",7
"212",100,"CHENNAULT","DR",4,"",7,3,5,274,19,"3/15/2016",2004,"O",2,"Local",1,"3",12578500,"12",7
"213",100,"CHERRY","ST",3,"",7,4,4,372,34,"4/14/2016",2001,"O",2,"Local",1,"3",13001971,"15",7
"214",100,"CHERRY","ST",3,"",7,4,4,372,34,"4/14/2016",2001,"O",2,"Local",1,"3",12578205,"15",7
"215",100,"CHESTER","ST",3,"",5,3,1,792,27,"3/14/2016",1999,"O",2,"Local",1,"3",12573226,"17",5
"216",100,"CHURCHILL","AVE",6,"",7,4,4,175,24,"6/15/2016",1985,"O",2,"Local",1,"3",12576754,"31",7
