streetName,streetType,longitude,latitude
POND,LN,-76.15073,43.067702
POND,ST,-76.1498413,43.0681851
PROSPECT,AVE,-76.1499532,43.0565621
PULASKI,ST,-76.1726182,43.0594358
PUTNAM,ST,-76.1705622,43.035784
RADCLIFFE,RD,-76.0783872,43.0452886
RAMSEY,AVE,-76.1079741,43.0409849
RANDALL,AVE,-76.1569018,43.0222567
RANN,AVE,-76.1866569,43.0536096
RAYMOND,AVE,-76.154605,43.0175979
RAYNOR,AVE,-76.148266,43.0354535
REDFIELD,PL,-76.120973,43.037606
REED,AVE,-76.181487,43.028369
REMINGTON,AVE,-76.132397,43.016439
RICH,ST,-76.1612452,43.0333763
RICHARD,RD,-76.202813,43.025425
RICHARDSON,AVE,-76.152892,43.018548
RICHFIELD,AVE,-76.1399296,42.9891073
RIDER,AVE,-76.180577,43.029872
RIDGEWAY,AVE,-76.1061419,43.0493711
RIDGEWOOD,DR,-76.094235,43.065851
RIGI,AVE,-76.104253,43.07154
RILL,AVE,-76.1497957,43.011863
RIVERDALE,DR,-76.1555338,43.0008165
RIVOLI,AVE,-76.134532,43.078842
ROBERT,DR,-76.1319765,43.0266259
ROBERTS,AVE,-76.1716729,43.0277887
ROBINEAU,RD,-76.1707474,43.0225815
ROBINSON,ST,-76.1222157,43.0583999
ROCKFORD,DR,-76.101811,43.03963
ROCKLAND,AVE,-76.156725,43.024017
ROCKWOOD,PL,-76.198229,43.022871
ROCKWOOD,RD,-76.199201,43.023814
RONEY,LN,-76.1359868,43.0205651
RONEY,RD,-76.1418145,43.0025374
ROOSEVELT,AVE,-76.117421,43.033632
ROSE,AVE,-76.1448597,43.0366613
ROSEMONT,DR,-76.145326,42.9934484
ROSEWOOD,ST,-76.143014,43.059166
ROSS,PARK,-76.1450099,43.0758433
ROWLAND,ST,-76.179632,43.035681
ROXBURY,RD,-76.097284,43.066493
ROYCROFT,RD,-76.082226,43.045609
RUGBY,RD,-76.128897,43.06731
RUSKIN,AVE,-76.168037,43.031658
RUTH,AVE,-76.13115,43.0226452
SABINE,ST,-76.1672183,43.0390417
SACKETT,ST,-76.176277,43.052133
SAILE,ST,-76.1431117,43.0708953
SALINA,ST,-76.154393,43.0621148
SALISBURY,RD,-76.2006232,43.0417458
SALT,ST,-76.1523739,43.0559562
SALT SPRINGS,RD,-76.0974878,43.0472208
SAND,ST,-76.167778,43.055551
SARAH LOGUEN,ST,-76.1405361,43.0437119
SCHILLER,AVE,-76.139006,43.071446
SCHNEIDER,ST,-76.143548,43.061985
SCHOECK,AVE,-76.1314924,43.0704165
SCHULER,ST,-76.1244575,43.0599462
SCOTT,AVE,-76.106954,43.035881
SCOTTHOLM,BLVD,-76.109384,43.042237
SCOTTHOLM,TER,-76.111716,43.040399
SCOVILLE,AVE,-76.1342777,43.0694443
SEARLWYN,RD,-76.1400966,42.9915859
SEDGWICK,DR,-76.13178,43.065697
SEDGWICK,RD,-76.1307198,43.0687498
SEDGWICK,ST,-76.1293195,43.0597649
SEELEY,AVE,-76.143164,43.002055
SENECA,DR,-76.140049,43.003014
SENECA,PL,-76.1595384,43.003825
SENECA,ST,-76.166425,43.044799
SEVENTH NORTH,ST,-76.1613651,43.0853497
SEWARD,ST,-76.142829,43.060637
SEYMOUR,ST,-76.16398,43.042263
SHARON,DR,-76.198551,43.026109
SHELBOURNE,PL,-76.16394,43.02355
SHELDON,AVE,-76.145041,43.009299
SHERBOURNE,RD,-76.110085,43.032056
SHERIDAN,DR,-76.1628639,43.0375057
SHERIDAN,PL,-76.1628639,43.0375057
SHERWOOD,AVE,-76.1247426,43.0558058
SHIRLEY,DR,-76.1344481,43.1432655
SHIRLEY,RD,-76.104352,43.036578
SHONNARD,ST,-76.163902,43.041362
SHOTWELL,PARK,-76.1154557,43.0645962
SHUART,AVE,-76.126419,43.06116
SIDMAN,AVE,-76.1972944,43.058374
SIDNEY,ST,-76.247358,43.0471818
SIZER,ST,-76.143142,43.036585
SLAYTON,AVE,-76.146285,43.0093864
SLOCUM,AVE,-76.1605154,43.0402345
SMILEY,DR,-76.146567,43.006219
SMITH,LN,-76.1351266,43.0214468
SMITH,RD,-76.102452,43.135219
SMITH,ST,-76.090714,43.053413
SNELL,TER,-76.137681,42.999137
SOLAR,ST,-76.164152,43.062978
SOMERSET,RD,-76.109375,43.030455
SOUTH,AVE,-76.1606623,43.0192513
SPAULDING,AVE,-76.145834,42.987
SPENCER,ST,-76.163984,43.057457
SPRING,LN,-76.1518717,43.0681545
SPRING,ST,-76.1531333,43.0695002
SPRINGBROOK,AVE,-76.138779,43.006532
SPRINGFIELD,RD,-76.0872906,43.0514007
ST ANNE,DR,-76.1185941,43.0598077
ST LOUIS,AVE,-76.1599145,43.0087796
ST MARYS,TER,-76.1470068,43.0802372
STACY,PL,-76.1507423,42.9949932
STADIUM,PL,-76.139343,43.0358275
STAFFORD,AVE,-76.112202,43.0625
STANDART,ST,-76.1405061,43.0348704
STANDISH,DR,-76.103451,43.033082
STATE,ST,-76.1471596,43.0355081
STATE FAIR,BLVD,-76.2239684,43.0796164
STEDMAN,ST,-76.1548736,43.0808855
STERLING,AVE,-76.1611687,43.0317514
STEUBEN,ST,-76.154119,43.066158
STEVENS,AVE,-76.140636,43.006297
STEVENS,PL,-76.1359158,43.018222
STINARD,AVE,-76.173632,43.025946
STOLP,AVE,-76.176833,43.03001
STRAND,PL,-76.1499831,43.0658278
STRATFORD,ST,-76.126707,43.034096
STRONG,AVE,-76.1172183,43.0372408
SUMMIT,AVE,-76.164472,43.026539
SUNHILL,TER,-76.189195,43.0283365
SUNNYCREST,RD,,
SUNNYSIDE,RD,-76.11051,43.038588
SUNSET,AVE,-76.16041,43.065421
SUNSTRUCK,DR,-76.1210855,43.0597127
SWANSEA,DR,-76.119623,43.072393
SWEETING,ST,-76.140109,43.070605
SYRACUSE,ST,-76.3285155,43.1505564
TAFT,AVE,-76.11502,43.076322
TALLMAN,ST,-76.1571145,43.0362884
TAYLOR,ST,-76.1455683,43.0393743
TEALL,AVE,-76.1227973,43.0666766
TEJAH,AVE,-76.1242478,43.014659
TEMPLE,PL,-76.160699,43.024027
TEMPLE,ST,-76.154117,43.039935
TENNYSON,AVE,-76.18434,43.046114
TERRACE,RD,-76.1253365,43.032311
TEX SIMONE,DR,-76.1657587,43.0774018
THAYER,ST,-76.126633,43.015523
THIRD,AVE,-96.1789806,40.6558181
THURBER,ST,-76.131442,43.0189345
THURLOW,DR,-76.1367432,42.9954828
TIOGA,ST,-76.163141,43.045605
TOWNSEND,PL,-76.1493678,43.0588603
TOWNSEND,ST,-76.1450954,43.0451237
TRACY,ST,-76.164375,43.049669
TRINITY,PL,-76.120082,43.040272
TULLY,ST,-76.162517,43.044695
TURTLE,ST,-76.157096,43.072638
TWIN HILLS,DR,-76.1728193,43.0238382
TYSON,PL,-76.10547,43.07081
UNION,AVE,-76.148073,43.056206
UNIVERSITY,AVE,-76.1343688,43.0453562
UNIVERSITY,PL,-76.1330922,43.0393882
UPLAND,RD,-76.1840728,43.0325291
VALE,ST,-76.1563907,43.014956
VALLEY,DR,-76.1531406,43.001752
VALLEY VIEW,DR,-76.1586639,43.0098063
VAN RENSSELAER,ST,-76.1659467,43.0560797
VANN,ST,-76.11761,43.056449
VELASKO,RD,-76.1848358,43.0208387
VICTORIA,PL,-76.117839,43.040707
VIEAU,DR,-76.183977,43.030668
VILLAGE,DR,-76.118412,43.071487
VINCENT,ST,-76.1310523,43.0213859
WADSWORTH,ST,-76.1393767,43.076647
WAINWRIGHT,AVE,-76.133549,43.077082
WAITE,AVE,-76.180052,43.053822
WALL,ST,-76.17301,43.050214
WALNUT,AVE,-76.1321453,43.0453415
WALNUT,PL,-76.1328145,43.0426425
WALRATH,RD,-76.139934,43.010978
WALTER,DR,-76.0986181,43.070069
WALTON,ST,-76.1555311,43.0479676
WARHAM,ST,-76.14511,43.071903
WARNER,AVE,-76.1466375,43.0222964
WARNER,CT,-76.199585,43.058062
WARREN,ST,-76.1508375,43.0465568
WARRINGTON,RD,-76.140141,42.994427
WASHINGTON,SQ,-76.1522879,43.0688944
WASHINGTON,ST,-92.8733393,38.6699339
WATER,ST,-81.9697268,38.9939041
WAVERLY,AVE,-76.1332908,43.0405109
WAYNE,ST,-76.140711,43.055035
WELDON,AVE,-76.1452435,43.0809082
WELLESLEY,RD,-76.1691066,43.0197726
WELLINGTON,PL,-76.1391042,43.0476369
WENDELL,TER,-76.129722,43.068245
WENTE,TER,-76.1586072,43.0107927
WEST,ST,-76.1587086,43.053309
WESTCOTT,ST,-76.119089,43.038567
WESTMINSTER,AVE,-76.120308,43.033544
WESTMORELAND,AVE,-76.1138527,43.0356012
WESTWOOD,RD,-76.196185,43.024925
WEYMOUTH,RD,-76.1406783,42.9961348
WHEATON,RD,-76.126277,43.070313
WHITE,ST,-76.1613618,43.0367497
WHITTIER,AVE,-76.184584,43.044266
WHITWELL,DR,-76.137375,43.06427
WILBUR,AVE,-76.176574,43.045061
WILKIE,PL,-76.140045,43.069781
WILKINSON,ST,-76.166169,43.050903
WILL,AVE,-76.172009,43.031755
WILLIAMS,ST,-76.1876302,43.0545933
WILLIS,AVE,-76.1950045,43.0563863
WILLISTON,AVE,-76.143804,43.07047
WILLOW,ST,-96.1765628,40.6554256
WILLUMAE,DR,-76.1543183,43.0778325
WILMORE,PL,-76.136392,43.082633
WILSON,PL,-76.0836821,43.0415975
WILSON,ST,-76.124999,43.062154
WIMAN,AVE,-76.153186,43.0137662
WINDSOR,PL,-76.1251361,43.0309632
WINKWORTH,PKWY,-76.1989246,43.0253491
WINTHROP,RD,-76.097106,43.065705
WOLCOTT,AVE,-76.18277,43.028987
WOLCOTT,TER,-76.184021,43.026381
WOLF,ST,-76.1595216,43.0775212
WOOD,AVE,-76.1477845,43.0257211
WOODBINE,AVE,-76.109487,43.0625
WOODLAND,AVE,-76.1439483,43.0297831
WOODLAWN,TER,-76.131153,43.071384
WOODRUFF,AVE,-76.137812,43.071047
WOODSIDE,DR,-76.099128,43.035439
WORDEN,AVE,-76.1401672,43.0730354
WYOMING,ST,-76.159789,43.045897
ACKERMAN,AVE,-76.124174,43.034229
BELDEN,AVE,-76.168016,43.054865
DANFORTH,ST,-76.155639,43.068985
HAZELWOOD,AVE,-76.097365,43.051716
LANCASTER,AVE,-76.1225659,43.0302165
LEMOYNE,AVE,-76.1521096,43.0810118
CANAL,ST,-76.129949,43.05104
ALLEN,ST,-76.116605,43.0416257
APPLE,ST,-76.176318,43.051183
ARNOLD,AVE,-76.125576,43.017171
ARTHUR,ST,-76.177035,43.0327836
BALL,AVE,-76.100195,43.049097
DEFOREST,RD,-76.090257,43.042728
DELHI,ST,-76.1320272,43.0552799
EVALEEN,AVE,-76.1513167,43.0093879
GREENWAY,AVE,-76.119771,43.0543932
HAMILTON,ST,-76.1899708,43.0492175
HARRIETTE,AVE,-76.130372,43.024165
HICKORY,ST,-76.147272,43.055194
HOLMES,ST,-76.125576,43.017171
HOWARD,ST,-76.1391815,43.0533581
LEON,ST,-76.142797,43.03187
LEWISTON,DR,-76.112162,43.023546
LOCKSLEY,RD,-76.0966021,43.0369748
MAPLE,ST,-76.125598,43.047244
MARGUERITE,AVE,-76.157674,43.019956
MILDRED,AVE,-76.12015,43.069737
MOUNTAINVIEW,AVE,-76.0977857,43.0508245
ONEIDA,ST,-76.152841,43.039487
ONTARIO,ST,-76.168081,43.044397
PINE GROVE,ST,-76.1261699,43.014625
PRIMROSE,AVE,-76.1480529,43.0147806
RANDOLPH,ST,-76.141699,43.004284
ROE,AVE,-76.124515,43.017709
SCHOOL,ST,-76.1859961,43.0532078
SCHUYLER,ST,-76.1873033,43.0489966
ST MARKS,AVE,-76.1867966,43.0539216
STRATHMORE,DR,-76.1721085,43.0216884
SUNRISE,DR,-76.137777,42.995129
TOMPKINS,ST,-76.1855708,43.0465598
ULSTER,ST,-76.186423,43.047768
VAN BUREN,ST,-76.1423658,43.0401876
VINE,ST,-76.125665,43.0581001
AUDUBON,PKWY,-76.0951341,43.0509771
ELLIS,ST,-76.113616,43.047234
ELM,ST,-76.130334,43.055336
IRVING,AVE,-76.1378457,43.0426834
KIRKPATRICK,ST,-76.1531333,43.0695002
LAFORTE,AVE,-76.1752853,43.0309821
PEARL,ST,-76.1507906,43.0542075
RENWICK,AVE,-76.1413503,43.0380675
RICHMOND,AVE,-76.17301,43.050214
RIEGEL,ST,-76.1168143,43.0548076
SEELEY,RD,-76.1037835,43.0497302
UNION,PL,-76.1556447,43.0645425
WEBSTER,AVE,-76.145275,43.022367
WINTON,ST,-76.123486,43.056781
JACKSON,ST,-76.14309,43.040386
LIVINGSTON,AVE,-76.1268789,43.036009
MARYLAND,AVE,-76.1202899,43.0367504
SUMNER,AVE,-76.1256489,43.0364867
NORTHWAY,ST,-76.0926686,43.0528084
