block,streetName,streetType,stretTypeNum,streetDirection,overall,crack,patch,length,width,dateRated,dateLastOverlay,flushOil,classnum,flushOilNum,class,pavement,streetID,NumofYrs
100,BRADFORD,PKWY,9,,7,3,4,1027,36,12/8/2016,2000,F,1,3,Local,6,13011009,16
100,BRADFORD,PKWY,9,,7,3,4,1027,36,12/8/2016,2000,F,1,3,Local,6,13013253,16
100,BRADFORD,PKWY,9,,7,3,4,1027,36,12/8/2016,2000,F,1,3,Local,6,13011010,16
100,BRADFORD,ST,3,,6,3,3,554,25,12/7/2016,1985,O,1,2,Local,3,12571775,31
100,BRADLEY,ST,3,,7,4,4,350,24,3/8/2016,1985,O,1,2,Local,3,12573075,31
100,BRAMPTON,RD,5,,7,3,5,1056,24,3/9/2016,1985,O,1,2,Local,3,12576521,31
100,BRATTLE,RD,5,,5,2,3,880,20,12/8/2016,1999,F,1,3,Local,6,13010278,17
100,BRIGGS,ST,3,,5,3,3,909,25,2/8/2016,1985,O,1,2,Local,3,12580630,31
100,BRIGHTON,AVE,6,E,10,5,5,528,35,3/9/2016,2008,F,4,3,PA,6,12576856,8
100,BRIGHTON,AVE,6,W,8,4,5,484,30,12/7/2016,2001,F,1,3,Local,6,12576812,15
100,BRIGHTON,AVE,6,W,8,4,5,484,30,12/7/2016,2001,F,1,3,Local,6,12576813,15
100,BRIGHTON,AVE,6,W,8,4,4,410,30,12/7/2016,2001,F,1,3,Local,6,12576812,15
100,BRIGHTON,AVE,6,W,8,4,4,410,30,12/7/2016,2001,F,1,3,Local,6,12576813,15
100,BRISTOL,PL,1,,8,4,5,380,25,12/8/2016,2002,F,1,3,Local,6,12578170,14
100,BROAD,ST,3,,7,3,4,440,36,3/9/2016,2004,F,2,3,CO,6,12577532,12
100,BROADVIEW,DR,4,,7,3,4,500,24,3/8/2016,1999,O,1,2,Local,3,12572178,17
100,BRONSON,ST,3,,7,3,4,338,27,12/7/2016,1985,O,1,2,Local,3,12576507,31
100,BRONX,AVE,6,,7,3,4,320,23,2/8/2016,1985,O,1,2,Local,3,12580485,31
100,BRONX,AVE,6,,7,3,4,320,23,2/8/2016,1985,O,1,2,Local,3,12580482,31
100,BROOKFORD,RD,5,,6,3,3,616,34,12/8/2016,1999,F,1,3,Local,6,13013255,17
100,BROOKFORD,RD,5,,6,3,3,616,34,12/8/2016,1999,F,1,3,Local,6,12578742,17
100,BROOKLEA,DR,4,,8,4,5,314,30,3/9/2016,1985,O,1,2,Local,3,12576492,31
100,BROOKLEA,PL,1,,8,4,5,997,26,3/9/2016,2004,O,1,2,Local,3,12576515,12
100,BROOKSIDE,DR,4,,7,4,5,158,,3/9/2016,1985,O,1,2,Local,3,12564359,31
100,BROWN,ST,3,,4,3,2,792,16,3/9/2016,2002,O,1,2,Local,3,13001365,14
100,BRUCE,ST,3,,9,5,5,500,26,12/8/2016,2004,O,1,2,Local,3,12578797,12
100,BRUCE,ST,3,,9,5,5,500,26,12/8/2016,2004,O,1,2,Local,3,12578793,12
100,BRYANT,AVE,6,,8,4,5,546,24,3/8/2016,1999,F,1,3,Local,6,12573398,17
100,BUCKINGHAM,AVE,6,,6,3,5,800,30,12/8/2016,1999,F,1,3,Local,6,12577554,17
100,BUCKINGHAM,AVE,6,,6,3,5,800,30,12/8/2016,1999,F,1,3,Local,6,12577549,17
100,BUCKINGHAM,AVE,6,,6,3,5,800,30,12/8/2016,1999,F,1,3,Local,6,12577606,17
100,BUNGALOW,TER,2,,5,2,3,634,25,3/8/2016,1999,O,1,2,Local,3,12572338,17
100,BURDICK,AVE,6,,5,3,3,733,23,2/8/2016,1985,O,1,2,Local,3,12575525,31
100,BURLINGAME,RD,5,,9,5,5,960,18,12/8/2016,2006,O,1,2,Local,3,13009825,10
100,BURLINGAME,RD,5,,9,5,5,960,18,12/8/2016,2006,O,1,2,Local,3,13016716,10
100,BURNET,AVE,6,,8,4,4,733,34,3/8/2016,2004,F,3,3,MA,6,12577920,12
100,BURNET,AVE,6,,8,4,4,733,34,3/8/2016,2004,F,3,3,MA,6,12577921,12
100,BURNET PARK,DR,4,,6,5,1,325,27,3/8/2016,2003,F,1,3,Local,6,12572727,13
100,BURNET PARK,DR,4,,6,5,1,325,27,3/8/2016,2003,F,1,3,Local,6,12572729,13
100,BURNS,AVE,6,,6,3,3,484,26,3/9/2016,2002,O,1,2,Local,3,12581280,14
100,BURT,ST,3,,10,5,5,337,30,6/6/2016,2006,F,3,3,MA,6,12577368,10
100,BURTEN,ST,3,,6,3,4,264,25,12/7/2016,1985,O,1,2,Local,3,12576954,31
100,BUTLER,ST,3,,6,3,3,528,26,12/7/2016,1999,O,1,2,Local,3,12576961,17
100,BUTTERNUT,ST,3,,7,4,4,105,40,2/9/2016,1985,F,3,3,MA,6,12573973,31
100,BUTTERNUT,ST,3,,7,4,4,105,40,2/9/2016,1985,F,3,3,MA,6,12575108,31
100,BUTTERNUT,ST,3,,7,4,4,105,40,2/9/2016,1985,F,3,3,MA,6,13001290,31
100,BUTTERNUT,ST,3,,7,4,4,105,40,2/9/2016,1985,F,3,3,MA,6,13001176,31
100,BUTTERNUT,ST,3,,7,4,4,105,40,2/9/2016,1985,F,3,3,MA,6,12575109,31
100,BUTTERNUT,ST,3,,7,4,4,105,40,2/9/2016,1985,F,3,3,MA,6,13001163,31
100,BYRNE,PL,1,,7,4,4,603,24,3/9/2016,2000,O,1,2,Local,3,12576553,16
100,BYRNE,PL,1,,7,4,4,603,24,3/9/2016,2000,O,1,2,Local,3,12576551,16
100,CADILLAC,ST,3,,8,4,5,531,26,12/8/2016,1999,O,1,2,Local,3,13012488,17
100,CADILLAC,ST,3,,8,4,5,531,26,12/8/2016,1999,O,1,2,Local,3,12580563,17
100,CADWELL,ST,3,,8,4,4,177,32,3/8/2016,1999,O,1,2,Local,3,12573086,17
100,CALEB,AVE,6,,7,4,4,228,27,12/7/2016,2001,O,1,2,Local,3,13001428,15
100,CALTHROP,AVE,6,E,4,3,1,211,30,3/9/2016,1999,F,1,3,Local,4,12576774,17
100,CALTHROP,AVE,6,W,7,4,4,1210,25,12/7/2016,1999,F,1,3,Local,6,12576769,17
100,CALVIN,RD,5,,4,2,5,634,26,3/8/2016,1985,O,1,2,Local,3,12571867,31
100,CAMBRIDGE,ST,3,,9,5,5,1531,28,12/8/2016,2006,F,1,3,Local,6,12578690,10
100,CAMP,AVE,6,,8,4,5,575,28,3/9/2016,1999,O,1,2,Local,3,12571771,17
100,CANNON,ST,3,,6,3,3,411,24,12/7/2016,1985,F,1,3,Local,6,12576836,31
100,CARBON,ST,3,,5,3,2,186,36,2/8/2016,1985,F,1,3,Local,6,12580109,31
100,CARBON,ST,3,S,4,2,3,465,27,12/7/2016,1985,F,1,3,Local,6,12580110,31
100,CARLISLE,ST,3,,8,4,5,528,25,12/8/2016,2006,O,1,2,Local,4,12575300,10
100,CARLTON,DR,4,,6,3,5,1111,29,12/7/2016,1999,O,1,2,Local,3,12578950,17
100,CARLTON,DR,4,,6,3,5,1111,29,12/7/2016,1999,O,1,2,Local,3,13011134,17
100,CARLTON,RD,5,,7,3,4,639,27,3/8/2016,2001,O,1,2,Local,3,12571873,15
100,CATAWBA,ST,3,,7,4,4,378,42,12/7/2016,2001,F,1,3,Local,6,13018246,15
100,CATAWBA,ST,3,,7,4,4,378,42,12/7/2016,2001,F,1,3,Local,6,12575118,15
100,CATAWBA,ST,3,,7,4,4,378,42,12/7/2016,2001,F,1,3,Local,6,12575167,15
100,CATAWBA,ST,3,,7,4,4,378,42,12/7/2016,2001,F,1,3,Local,6,12575122,15
100,CATHERINE,ST,3,,7,4,5,549,30,12/8/2016,1985,F,1,3,Local,6,12578010,31
100,CAYUGA,ST,3,,5,3,4,660,31,3/8/2016,1999,O,1,2,Local,3,12572830,17
100,CAYUGA,ST,3,,5,3,4,660,31,3/8/2016,1999,O,1,2,Local,3,13010436,17
100,CAYUGA,ST,3,,5,3,4,660,31,3/8/2016,1999,O,1,2,Local,3,13010437,17
100,CENTRAL,AVE,6,,5,3,1,317,16,3/9/2016,1985,O,1,2,Local,3,12573584,31
100,CHAFFEE,AVE,6,E,8,4,5,1064,27,3/9/2016,1999,O,1,2,Local,3,12576514,17
100,CHAFFEE,AVE,6,E,8,4,5,1064,27,3/9/2016,1999,O,1,2,Local,3,12576518,17
100,CHAFFEE,AVE,6,E,8,4,5,1064,27,3/9/2016,1999,O,1,2,Local,3,12571710,17
100,CHAFFEE,AVE,6,E,8,4,5,1064,27,3/9/2016,1999,O,1,2,Local,3,12576516,17
100,CHAMPLIN,DR,4,,5,3,3,600,23,12/7/2016,1989,O,1,2,Local,3,12581127,27
100,CHANNING,PL,1,,7,4,4,220,23,3/9/2016,1999,O,1,2,Local,3,12576552,17
100,CHARLOTTE,ST,3,,6,3,4,1003,18,3/8/2016,1999,O,1,2,Local,3,12572795,17
100,CHARMOUTH,DR,4,,6,3,3,792,27,9/1/2016,1999,O,1,2,Local,3,12572041,17
100,CHATHAM,PL,1,,6,3,3,317,26,12/8/2016,1999,O,1,2,Local,3,12580710,17
100,CHATHAM,RD,5,,8,4,3,898,27,12/7/2016,2003,F,1,3,Local,6,12580500,13
100,CHELTENHAM,RD,5,E,8,8,4,760,25,3/9/2016,1985,O,1,2,Local,3,12576530,31
100,CHELTENHAM,RD,5,N,7,3,4,479,24,3/9/2016,1985,O,1,2,Local,3,12576548,31
100,CHELTENHAM,RD,5,W,8,4,3,745,24,12/7/2016,1999,O,1,2,Local,3,12576510,17
100,CHEMUNG,ST,3,,8,4,5,338,36,3/9/2016,1985,F,1,3,Local,6,12574860,31
100,CHENEY,ST,3,,7,3,4,792,27,3/9/2016,2002,F,1,3,Local,6,12573160,14
100,CHENEY,ST,3,,7,3,4,792,27,3/9/2016,2002,F,1,3,Local,6,12573154,14
100,CHENEY,ST,3,,7,3,4,792,27,3/9/2016,2002,F,1,3,Local,6,12573155,14
100,CHENNAULT,DR,4,,8,4,5,274,19,3/9/2016,2004,O,1,2,Local,3,12578500,12
100,CHERRY,ST,3,,8,4,5,372,34,3/8/2016,2001,O,1,2,Local,3,13001971,15
100,CHERRY,ST,3,,8,4,5,372,34,3/8/2016,2001,O,1,2,Local,3,12578205,15
100,CHESTER,ST,3,,7,3,4,792,27,3/8/2016,1999,O,1,2,Local,3,12573226,17
100,CHURCHILL,AVE,6,,8,4,5,175,24,3/9/2016,1985,O,1,2,Local,3,12576754,31
100,CIRCLE,RD,5,,10,5,5,909,24,9/7/2016,2007,F,1,3,Local,6,12577510,9
100,CIRCLE,RD,5,,10,5,5,909,24,9/7/2016,2007,F,1,3,Local,6,13006931,9
100,CLAIRE,RD,5,,7,3,5,950,30,12/8/2016,1999,O,1,2,Local,3,12578927,17
100,CLAIRMONTE,AVE,6,,7,3,5,515,28,3/9/2016,2000,F,1,3,Local,6,13002181,16
100,CLAIRMONTE,AVE,6,,7,3,5,515,28,3/9/2016,2000,F,1,3,Local,6,12572992,16
100,CLARENCE,AVE,6,,6,3,3,350,27,3/9/2016,1985,O,1,2,Local,3,12576614,31
100,CLARENDON,ST,3,,5,3,2,335,24,3/8/2016,2001,F,1,3,Local,6,12577582,15
100,CLARKE,ST,3,,6,3,4,270,27,12/7/2016,2001,F,1,3,Local,6,12578512,15
100,CLARKE,ST,3,,6,3,4,270,27,12/7/2016,2001,F,1,3,Local,6,12578511,15
100,CLAYTON,AVE,6,,5,3,3,433,22,12/7/2016,1985,O,1,2,Local,3,12571821,31
100,CLEVELAND,AVE,6,,6,4,2,315,27,2/8/2016,1999,O,1,2,Local,3,12580192,17
100,CLIFTON,PL,1,,4,3,2,1257,25,12/7/2016,1999,F,1,3,Local,6,12580999,17
100,CLINTON,ST,3,N,,,,186,40,3/8/2016,1999,F,3,3,MA,Brick,12573889,17
100,CLINTON,ST,3,S,,,,330,50,3/8/2016,2001,F,3,3,MA,6,12573885,15
100,CLINTON,ST,3,S,,,,330,50,3/8/2016,2001,F,3,3,MA,6,12573888,15
100,CLOVER,ST,3,,10,5,5,528,30,9/7/2016,2007,F,1,3,Local,6,12573313,9
100,CLYDE,AVE,6,,7,4,4,909,28,12/7/2016,1999,O,1,2,Local,3,12572047,17
100,CODY,AVE,6,,10,5,5,422,27,8/5/2016,2005,O,1,2,Local,3,12572713,11
100,COFFEY,DR,4,,9,5,5,211,18,3/8/2016,1985,O,1,2,Local,3,12572736,31
100,COLBY,AVE,6,,6,3,2,1003,26,12/8/2016,1985,O,1,2,Local,3,12581117,31
100,COLDBROOK,DR,4,,7,3,4,300,18,3/9/2016,1999,O,1,2,Local,3,13002113,17
100,COLERIDGE,AVE,6,,6,3,4,700,25,3/9/2016,1988,F,1,3,Local,6,12573399,28
100,COLLEGE,PL,1,,,,,1109,34,11/1/1995,1985,F,1,3,Local,6,12577579,10
100,COLLINGWOOD,AVE,6,N,2,2,2,708,28,12/7/2016,1988,O,1,2,Local,3,12581096,28
100,COLLINGWOOD,AVE,6,S,6,3,3,897,24,3/9/2016,1989,O,1,2,Local,3,12581069,27
100,COLUMBIA,AVE,6,,10,5,5,535,27,9/8/2016,2008,F,1,3,Local,6,12572028,8
100,COLUMBUS,AVE,6,,5,3,2,352,36,12/7/2016,1985,F,1,3,Local,6,12578219,31
100,COLUMBUS,AVE,6,,5,3,2,352,36,12/7/2016,1985,F,1,3,Local,6,12578220,31
100,COLVIN,ST,3,E,8,4,4,522,36,3/9/2016,2004,F,3,3,MA,6,12577239,12
100,COLVIN,ST,3,E,8,4,4,522,36,3/9/2016,2004,F,3,3,MA,6,12577273,12
100,COLVIN,ST,3,W,8,5,4,291,25,3/9/2016,2004,F,3,3,MA,6,12577237,12
100,COMMONWEALTH,AVE,6,,5,3,3,211,11,2/8/2016,1999,O,1,2,Local,6,12575251,17
100,COMSTOCK,AVE,6,,5,3,3,615,27,3/8/2016,1999,F,3,3,MA,6,12578146,17
100,COMSTOCK,AVE,6,,5,3,3,615,27,3/8/2016,1999,F,3,3,MA,6,12578143,17
100,COMSTOCK,PL,1,,7,4,4,432,26,3/8/2016,1999,O,1,2,Local,3,12578145,17
100,CONAN,ST,3,,6,3,3,483,23,3/9/2016,1985,O,1,2,Local,3,12576703,31
100,CONAN,ST,3,,6,3,3,483,23,3/9/2016,1985,O,1,2,Local,3,13009802,31
100,CONCORD,PL,1,,2,2,1,739,34,12/7/2016,1999,F,1,3,Local,6,13011168,17
100,CONCORD,PL,1,,2,2,1,739,34,12/7/2016,1999,F,1,3,Local,6,13011167,17
100,CONCORD,PL,1,,2,2,1,739,34,12/7/2016,1999,F,1,3,Local,6,12578515,17
100,CONCORD,PL,1,,2,2,1,739,34,12/7/2016,1999,F,1,3,Local,6,13011166,17
100,CONGRESS,AVE,6,,7,4,4,285,32,3/8/2016,1985,O,1,2,Local,3,12573296,31
100,CONGRESS,AVE,6,,7,4,4,285,32,3/8/2016,1985,O,1,2,Local,3,12573298,31
100,CONIFER,DR,4,,5,3,3,1383,28,3/9/2016,1985,O,1,2,Local,3,12564411,31
100,COOK,AVE,6,,8,4,5,924,27,12/7/2016,2000,F,1,3,Local,6,12580996,16
100,COOLIDGE,AVE,6,,5,4,2,843,30,3/8/2016,1983,F,1,3,Local,6,12573261,33
100,CORAL,AVE,6,,7,4,3,381,23,12/7/2016,1989,O,1,2,Local,3,12576690,27
100,CORDOVA,ST,3,,10,5,5,484,23,12/7/2016,2000,O,1,2,Local,3,12576648,16
