block,streetName,streetType,stretTypeNum,streetDirection,overall,crack,patch,length,width,dateRated,dateLastOverlay,flushOil,classnum,flushOilNum,class,pavement,streetID,NumofYrs
1000,BELLEVUE,AVE,6,,7,4,2,909,30,3/9/2016,2002,F,2,3,CO,6,12573063,14
1000,BELLEVUE,AVE,6,,7,4,2,909,30,3/9/2016,2002,F,2,3,CO,6,12573066,14
1000,BROAD,ST,3,,9,5,5,185,36,12/7/2016,2005,F,2,3,CO,6,12578405,11
1000,BURNET,AVE,6,,6,3,4,264,34,12/8/2016,2002,F,3,3,MA,6,12578333,14
1000,BUTTERNUT,ST,3,,8,4,4,147,40,2/8/2016,2003,F,3,3,MA,6,12580111,13
1000,BUTTERNUT,ST,3,,8,4,4,147,40,2/8/2016,2003,F,3,3,MA,6,13012404,13
1000,CALEB,AVE,6,,6,3,4,360,27,3/9/2016,2002,O,1,2,Local,3,12581125,14
1000,CALEB,AVE,6,,6,3,4,360,27,3/9/2016,2002,O,1,2,Local,3,13012211,14
1000,CANNON,ST,3,,8,4,4,410,24,3/9/2016,2002,F,1,3,Local,6,12576740,14
1000,CARBON,ST,3,,5,3,2,465,27,2/8/2016,1985,F,1,3,Local,6,12575303,31
1000,CLINTON,ST,3,S,3,2,2,917,30,3/8/2016,1985,F,3,3,MA,6,12577365,31
1000,COLVIN,ST,3,W,5,3,2,343,34,12/7/2016,1985,F,3,3,MA,6,12572139,31
1000,COURT,ST,3,,10,5,5,380,35,8/6/2016,2006,F,3,3,MA,6,12575520,10
1000,CUMBERLAND,AVE,6,,7,4,4,790,26,12/7/2016,1985,O,1,2,Local,3,12578374,31
1000,DANFORTH,ST,3,,10,5,5,432,30,6/6/2016,2006,F,1,3,Local,6,12575330,10
1000,DANFORTH,ST,3,,10,5,5,432,30,6/6/2016,2006,F,1,3,Local,6,12580554,10
1000,DIVISION,ST,3,E,9,5,5,170,37,2/9/2016,2006,O,1,2,Local,3,12580176,10
1000,EMERSON,AVE,6,,8,4,5,501,30,3/9/2016,2004,F,1,3,Local,6,12574868,12
1000,ERIE,BLVD,10,E,8,4,5,560,56,12/7/2016,2004,F,4,3,PA,6,12578229,12
1000,ERIE,BLVD,10,W,8,4,4,1710,56,12/7/2016,2003,F,1,3,Local,4,12573449,13
1000,EUCLID,AVE,6,,5,3,3,474,42,12/7/2016,1985,F,3,3,MA,6,12578507,31
1000,EUCLID,AVE,6,,5,3,3,474,42,12/7/2016,1985,F,3,3,MA,6,12578508,31
1000,FAYETTE,ST,3,E,6,3,4,600,36,2/9/2016,2002,F,3,3,MA,6,12578135,14
1000,FIRST NORTH,ST,3,,5,3,2,501,36,12/8/2016,1985,F,1,3,Local,6,12575322,31
1000,GEDDES,ST,3,N,5,3,4,1100,,12/7/2016,1985,OF,1,4,Local,3,12575001,31
1000,GEDDES,ST,3,S,7,4,4,390,40,3/9/2016,2000,F,3,3,MA,6,12573089,16
1000,GEDDES,ST,3,S,7,4,4,390,40,3/9/2016,2000,F,3,3,MA,6,13028438,16
1000,GEDDES,ST,3,S,7,4,4,390,40,3/9/2016,2000,F,3,3,MA,6,12573091,16
1000,GENESEE,ST,3,E,8,4,5,563,42,3/8/2016,2005,F,4,3,PA,6,12578129,11
1000,GENESEE,ST,3,W,7,4,5,813,58,3/9/2016,1987,F,4,3,PA,,12573559,29
1000,GLENCOVE,RD,5,,5,3,4,422,29,3/9/2016,2002,O,1,2,Local,3,13012236,14
1000,GLENCOVE,RD,5,,5,3,4,422,29,3/9/2016,2002,O,1,2,Local,3,12581155,14
1000,GLENCOVE,RD,5,,5,3,4,422,29,3/9/2016,2002,O,1,2,Local,3,13012237,14
1000,GLENWOOD,AVE,6,,8,4,4,1050,25,12/7/2016,2005,F,3,3,MA,6,12571832,11
1000,GRANT,BLVD,10,,8,4,5,330,35,12/7/2016,2004,F,3,3,MA,6,12580495,12
1000,HARRISON,ST,3,,5,3,3,405,30,2/9/2016,2002,F,3,3,MA,6,12578113,14
1000,HARRISON,ST,3,,5,3,3,405,30,2/9/2016,2002,F,3,3,MA,6,12578109,14
1000,HAWLEY,AVE,6,,6,4,2,295,38,12/7/2016,1985,F,1,3,Local,6,12578298,31
1000,HAZELWOOD,AVE,6,,4,2,3,220,27,12/7/2016,1985,O,1,2,Local,3,12579011,31
1000,HIAWATHA,BLVD,10,E,6,3,3,686,,2/8/2016,1985,F,3,3,MA,6,13020438,31
1000,HIAWATHA,BLVD,10,E,6,3,3,686,,2/8/2016,1985,F,3,3,MA,6,12575597,31
1000,HIGHLAND,ST,3,,5,3,2,740,27,12/8/2016,1985,F,1,3,Local,6,12580239,31
1000,JAMES,ST,3,,8,4,5,982,40,11/8/2016,2004,F,4,3,PA,6,12580320,12
1000,JAMESVILLE,AVE,6,,6,4,3,540,,12/7/2016,1999,UF,2,6,CO,4,13017201,17
1000,JAMESVILLE,AVE,6,,6,4,3,540,,12/7/2016,1999,UF,2,6,CO,4,13012788,17
1000,LANCASTER,AVE,6,,5,3,3,680,30,3/8/2016,1985,F,1,3,Local,6,12577547,31
1000,LEMOYNE,AVE,6,,8,4,5,468,36,12/8/2016,2004,F,1,3,Local,6,12575532,12
1000,LODI,ST,3,,7,3,5,474,40,12/8/2016,2004,F,3,3,MA,6,12580069,12
1000,MADISON,ST,3,,6,3,3,412,30,12/8/2016,1987,F,1,3,Local,6,12578142,29
1000,MCBRIDE,ST,3,N,8,4,4,768,30,2/9/2016,2000,F,1,3,Local,6,12580013,16
1000,MCBRIDE,ST,3,S,5,3,4,885,30,3/9/2016,1999,F,1,3,Local,6,12577413,17
1000,MEADOWBROOK,DR,4,,6,3,4,676,40,12/7/2016,1999,F,3,3,MA,6,12578536,17
1000,MEADOWBROOK,DR,4,,6,3,4,676,40,12/7/2016,1999,F,3,3,MA,6,12578499,17
1000,MEADOWBROOK,DR,4,,6,3,4,676,40,12/7/2016,1999,F,3,3,MA,6,13001942,17
1000,MERTENS,AVE,6,,9,5,5,333,25,12/8/2016,2004,O,1,2,Local,3,12580524,12
1000,MIDLAND,AVE,6,,7,4,4,407,30,9/1/2016,1999,F,3,3,MA,6,12573203,17
1000,MILTON,AVE,6,,10,5,5,597,35,3/9/2016,2008,F,2,3,CO,6,12574859,8
1000,MONTGOMERY,ST,3,,6,3,2,1008,30,3/8/2016,2001,F,1,3,Local,6,12577347,15
1000,NORTHCLIFFE,RD,5,,6,3,4,348,,12/7/2016,1999,O,1,2,Local,3,12581222,17
1000,OAK,ST,3,,6,4,3,475,35,12/8/2016,2002,F,2,3,CO,6,12580247,14
1000,ONONDAGA,ST,3,W,8,5,4,785,34,3/8/2016,2005,F,3,3,MA,6,12573242,11
1000,ONONDAGA,ST,3,W,8,5,4,785,34,3/8/2016,2005,F,3,3,MA,6,13013131,11
1000,PARK,ST,3,,5,3,2,253,34,2/9/2016,1985,F,2,3,CO,6,12580051,31
1000,POND,ST,3,,7,4,4,623,27,2/8/2016,1999,OF,2,4,CO,6,13028375,17
1000,POND,ST,3,,7,4,4,623,27,2/8/2016,1999,OF,2,4,CO,6,12580223,17
1000,RUGBY,RD,5,,5,2,2,279,24,12/7/2016,2001,O,1,2,Local,3,12580441,15
1000,SALINA,ST,3,N,9,5,5,300,70,12/7/2016,2003,F,3,3,MA,6,12575160,13
1000,SALINA,ST,3,S,6,3,3,560,56,3/9/2016,2002,F,1,3,Local,6,12577367,14
1000,SALINA,ST,3,S,6,3,3,560,56,3/9/2016,2002,F,1,3,Local,6,13002500,14
1000,SALT SPRINGS,RD,5,,7,4,4,333,36,12/7/2016,1999,O,3,2,MA,3,13028245,17
1000,SALT SPRINGS,RD,5,,7,4,4,333,36,12/7/2016,1999,O,3,2,MA,3,12578893,17
1000,SALT SPRINGS,RD,5,,7,4,4,333,36,12/7/2016,1999,O,3,2,MA,3,13017651,17
1000,SOUTH,AVE,6,,7,3,4,174,34,3/8/2016,2002,F,3,3,MA,6,12573186,14
1000,SOUTH,AVE,6,,7,3,4,174,34,3/8/2016,2002,F,3,3,MA,6,12573181,14
1000,SOUTH,AVE,6,,7,3,4,174,34,3/8/2016,2002,F,3,3,MA,6,13020281,14
1000,SPRING,ST,3,,7,4,4,497,27,12/8/2016,2000,F,1,3,Local,6,12575319,16
1000,STATE,ST,3,N,10,5,5,1014,35,8/6/2016,2006,F,3,3,MA,6,12575120,10
1000,STATE,ST,3,S,5,3,1,195,45,3/9/2016,1985,F,4,3,PA,6,12577399,31
1000,STOLP,AVE,6,,7,3,4,243,35,3/9/2016,1985,F,1,3,Local,6,13009832,31
1000,SUNNYCREST,RD,5,,3,2,2,687,24,12/7/2016,2005,O,1,2,Local,3,12581143,11
1000,SUNNYCREST,RD,5,,3,2,2,687,24,12/7/2016,2005,O,1,2,Local,3,12581142,11
1000,TALLMAN,ST,3,,6,3,3,491,30,3/8/2016,2003,F,2,3,CO,6,12573267,13
1000,TALLMAN,ST,3,,6,3,3,491,30,3/8/2016,2003,F,2,3,CO,6,12573266,13
1000,TEALL,AVE,6,,5,3,2,402,30,12/7/2016,1999,F,4,3,PA,6,12580400,17
1000,TEALL,AVE,6,,5,3,2,402,30,12/7/2016,1999,F,4,3,PA,6,12580398,17
1000,TOWNSEND,ST,3,N,6,3,3,496,30,2/8/2016,1999,F,1,3,Local,6,12575173,17
1000,TOWNSEND,ST,3,S,8,4,5,312,34,3/9/2016,2004,F,1,3,Local,6,12577410,12
1000,TURTLE,ST,3,,3,2,2,327,27,2/8/2016,1999,O,1,2,Local,3,12575526,17
1000,TURTLE,ST,3,,3,2,2,327,27,2/8/2016,1999,O,1,2,Local,3,13001391,17
1000,TYSON,PL,1,,6,3,3,363,24,12/7/2016,1985,O,1,2,Local,3,12581257,31
1000,VALLEY,DR,4,,10,5,5,295,30,3/9/2016,2008,F,3,3,MA,6,12571779,8
1000,VELASKO,RD,5,,5,4,2,540,26,3/9/2016,2002,F,3,3,MA,6,12572312,14
1000,WADSWORTH,ST,3,,8,4,5,625,27,2/8/2016,2003,F,2,3,CO,6,12580616,13
1000,WADSWORTH,ST,3,,8,4,5,625,27,2/8/2016,2003,F,2,3,CO,6,12580663,13
1000,WATER,ST,3,E,6,3,3,558,34,3/8/2016,1985,F,1,3,Local,6,12578227,31
1000,WESTCOTT,ST,3,,5,3,3,665,30,12/8/2016,1985,F,2,3,CO,6,12578392,31
1000,WESTMORELAND,AVE,6,,8,4,5,790,28,12/7/2016,2005,F,1,3,Local,6,12578491,11
1000,WILLIS,AVE,6,,8,4,5,605,36,3/9/2016,2004,F,1,3,Local,6,12572803,12
1000,WOLF,ST,3,,7,3,5,513,42,2/8/2016,2003,F,3,3,MA,6,12575539,13
1100,ADAMS,ST,3,E,4,2,2,616,30,3/8/2016,1999,F,3,3,MA,6,12578106,17
1100,ADAMS,ST,3,E,4,2,2,616,30,3/8/2016,1999,F,3,3,MA,6,12578102,17
1100,ALMOND,ST,3,,8,4,5,381,40,3/8/2016,2002,F,1,3,Local,4,13007065,14
1100,BALLANTYNE,RD,5,,6,4,3,350,30,12/7/2016,1999,O,1,2,Local,3,12571939,17
1100,BELDEN,AVE,6,W,7,3,4,765,34,12/7/2016,1999,F,1,3,Local,6,12573560,17
1100,BELLEVUE,AVE,6,,6,3,3,705,30,3/9/2016,1985,F,2,3,CO,6,12573062,31
1100,BELLEVUE,AVE,6,,6,3,3,705,30,3/9/2016,1985,F,2,3,CO,6,12572975,31
1100,BELLEVUE,AVE,6,,6,3,3,705,30,3/9/2016,1985,F,2,3,CO,6,12573047,31
1100,BROAD,ST,3,,9,5,5,320,36,12/7/2016,2005,F,2,3,CO,6,12578408,11
1100,BURNET,AVE,6,,6,3,4,396,34,12/8/2016,2002,F,3,3,MA,6,12578334,14
1100,BUTTERNUT,ST,3,,8,4,5,790,40,2/8/2016,2003,F,3,3,MA,6,12580231,13
1100,CALEB,AVE,6,,6,3,3,363,27,3/9/2016,2002,O,1,2,Local,3,12581128,14
1100,CANNON,ST,3,,6,4,2,552,24,3/9/2016,2002,F,1,3,Local,6,12576739,14
1100,CANNON,ST,3,,6,4,2,552,24,3/9/2016,2002,F,1,3,Local,6,12576738,14
1100,CARBON,ST,3,,4,2,3,480,27,2/8/2016,1985,F,1,3,Local,6,12575260,31
1100,CARBON,ST,3,,4,2,3,480,27,2/8/2016,1985,F,1,3,Local,6,12575259,31
1100,COLVIN,ST,3,E,7,3,5,597,36,3/9/2016,1987,F,3,3,MA,6,13002072,29
1100,COLVIN,ST,3,W,5,3,2,327,34,12/7/2016,1985,F,3,3,MA,6,12572125,31
1100,COMSTOCK,AVE,6,,7,3,4,810,36,3/9/2016,1999,F,2,3,CO,6,12576982,17
1100,COURT,ST,3,,10,5,5,500,35,8/6/2016,2006,F,3,3,MA,6,12580559,10
1100,CUMBERLAND,AVE,6,,8,4,5,500,26,12/7/2016,1985,O,1,2,Local,3,12578372,31
1100,ERIE,BLVD,10,E,8,4,5,627,56,12/7/2016,2004,F,4,3,PA,6,12578236,12
1100,EUCLID,AVE,6,,3,1,3,312,42,12/7/2016,1985,F,3,3,MA,6,12578522,31
1100,FAYETTE,ST,3,E,6,3,4,600,36,2/9/2016,2002,F,3,3,MA,6,12578140,14
1100,FAYETTE,ST,3,W,7,3,3,1150,30,3/9/2016,2004,F,1,3,Local,6,12573448,12
1100,FIRST NORTH,ST,3,,4,3,2,476,36,12/8/2016,1985,F,1,3,Local,6,12575324,31
1100,GEDDES,ST,3,S,7,4,4,450,40,3/9/2016,2000,F,3,3,MA,6,12573088,16
1100,GEDDES,ST,3,S,7,4,4,450,40,3/9/2016,2000,F,3,3,MA,6,12573059,16
1100,GENESEE,ST,3,E,8,4,5,591,42,12/8/2016,2004,F,4,3,PA,6,12578132,12
1100,GENESEE,ST,3,W,8,4,4,453,51,12/7/2016,2004,F,4,3,PA,,12573546,12
1100,GLENWOOD,AVE,6,,8,4,3,1400,25,3/8/2016,2005,F,3,3,MA,6,12571834,11
1100,GRANT,BLVD,10,,7,4,4,860,35,2/8/2016,2004,F,1,3,Local,6,12580483,12
1100,GRANT,BLVD,10,,7,4,4,860,35,2/8/2016,2004,F,1,3,Local,6,13017208,12
1100,HARRISON,ST,3,,4,2,2,630,30,2/9/2016,1985,F,3,3,MA,6,12578122,31
1100,HAWLEY,AVE,6,,7,3,4,220,38,12/7/2016,1985,F,1,3,Local,6,12578337,31
1100,JAMES,ST,3,,8,4,5,309,40,11/8/2016,2004,F,4,3,PA,6,12580331,12
1100,JAMESVILLE,AVE,6,,5,3,3,355,,12/7/2016,1999,UF,2,6,CO,4,12576920,17
1100,LANCASTER,AVE,6,,7,3,4,627,36,12/7/2016,1986,F,1,3,Local,6,12577540,30
1100,LANCASTER,AVE,6,,7,3,4,627,36,12/7/2016,1986,F,1,3,Local,6,13028665,30
1100,LEMOYNE,AVE,6,,8,4,5,913,36,12/8/2016,2004,F,1,3,Local,6,13001392,12
1100,LEMOYNE,AVE,6,,8,4,5,913,36,12/8/2016,2004,F,1,3,Local,6,12575544,12
1100,LODI,ST,3,,7,4,5,160,40,12/8/2016,2004,F,3,3,MA,6,12580024,12
1100,MADISON,ST,3,,5,3,2,438,30,12/8/2016,1987,F,1,3,Local,6,12578144,29
1100,MCBRIDE,ST,3,S,6,3,4,351,30,3/9/2016,1999,F,1,3,Local,6,12577468,17
1100,MEADOWBROOK,DR,4,,7,4,5,512,40,12/7/2016,2004,F,3,3,MA,6,12578538,12
1100,MEADOWBROOK,DR,4,,7,4,5,512,40,12/7/2016,2004,F,3,3,MA,6,13001945,12
1100,MEADOWBROOK,DR,4,,7,4,5,512,40,12/7/2016,2004,F,3,3,MA,6,12578553,12
1100,MIDLAND,AVE,6,,7,4,4,348,30,9/1/2016,1999,F,3,3,MA,6,12573201,17
1100,MILTON,AVE,6,,10,5,5,787,35,3/9/2016,2008,F,2,3,CO,6,13002302,8
1100,MILTON,AVE,6,,10,5,5,787,35,3/9/2016,2008,F,2,3,CO,6,12574862,8
1100,NORTHCLIFFE,RD,5,,5,3,4,338,28,12/7/2016,1985,O,1,2,Local,3,12581225,31
1100,OAK,ST,3,,7,4,3,587,27,12/8/2016,2000,F,2,3,CO,6,13018702,16
1100,OAK,ST,3,,7,4,3,587,27,12/8/2016,2000,F,2,3,CO,6,12580260,16
1100,ONONDAGA,ST,3,W,8,5,4,755,34,3/8/2016,2005,F,3,3,MA,6,12573065,11
1100,PARK,ST,3,,5,2,3,787,34,2/9/2016,1985,F,2,3,CO,6,12580049,31
1100,PARK,ST,3,,5,2,3,787,34,2/9/2016,1985,F,2,3,CO,6,12580139,31
1100,POND,ST,3,,7,3,4,295,27,2/8/2016,1999,OF,2,4,CO,6,12580226,17
1100,RUGBY,RD,5,,7,4,3,324,24,12/7/2016,2001,O,1,2,Local,3,12580253,15
1100,SALINA,ST,3,N,7,3,5,540,54,12/7/2016,2003,F,3,3,MA,6,12575163,13
1100,SALINA,ST,3,S,6,3,4,417,56,3/9/2016,2002,F,1,3,Local,6,12577344,14
1100,SALT SPRINGS,RD,5,,7,4,5,280,36,12/7/2016,1999,O,3,2,MA,3,13028247,17
1100,SALT SPRINGS,RD,5,,7,4,5,280,36,12/7/2016,1999,O,3,2,MA,3,13001926,17
1100,SALT SPRINGS,RD,5,,7,4,5,280,36,12/7/2016,1999,O,3,2,MA,3,13028246,17
1100,SALT SPRINGS,RD,5,,7,4,5,280,36,12/7/2016,1999,O,3,2,MA,3,12578894,17
1100,SOUTH,AVE,6,,7,3,4,676,34,3/8/2016,2002,F,3,3,MA,6,13002136,14
1100,SOUTH,AVE,6,,7,3,4,676,34,3/8/2016,2002,F,3,3,MA,6,12573174,14
1100,SPRING,ST,3,,7,4,4,502,27,12/8/2016,2000,F,1,3,Local,6,12575316,16
1100,STATE,ST,3,N,10,5,5,459,35,8/6/2016,2006,F,3,3,MA,6,13001384,10
1100,STATE,ST,3,N,10,5,5,459,35,8/6/2016,2006,F,3,3,MA,6,12575166,10
1100,STATE,ST,3,S,5,3,2,417,40,3/9/2016,1987,F,4,3,PA,6,12577398,29
1100,STOLP,AVE,6,,8,4,5,282,35,3/8/2016,1985,F,1,3,Local,6,12572909,31
1100,SUNNYCREST,RD,5,,3,2,2,315,24,12/7/2016,2005,O,1,2,Local,3,12581145,11
1100,TEALL,AVE,6,,5,3,2,660,30,12/7/2016,1999,F,4,3,PA,6,12580417,17
1100,TEALL,AVE,6,,5,3,2,660,30,12/7/2016,1999,F,4,3,PA,6,12580418,17
1100,TOWNSEND,ST,3,N,6,3,3,539,30,2/8/2016,1999,F,1,3,Local,6,12575175,17
1100,TURTLE,ST,3,,4,3,2,663,27,2/8/2016,1999,O,1,2,Local,3,12575545,17
1100,VALLEY,DR,4,,8,5,4,293,30,12/7/2016,2004,F,3,3,MA,6,12571778,12
1100,VALLEY,DR,4,,8,5,4,293,30,12/7/2016,2004,F,3,3,MA,6,13020785,12
1100,WADSWORTH,ST,3,,8,5,4,585,27,2/8/2016,2003,F,2,3,CO,6,12580615,13
1100,WADSWORTH,ST,3,,8,5,4,585,27,2/8/2016,2003,F,2,3,CO,6,12580708,13
1100,WASHINGTON,ST,3,E,5,3,3,630,36,3/8/2016,1985,F,1,3,Local,6,12578233,31
1100,WATER,ST,3,E,5,3,3,639,34,3/8/2016,1985,F,1,3,Local,6,12578234,31
1100,WESTCOTT,ST,3,,4,2,3,470,30,12/8/2016,1985,F,2,3,CO,6,12578389,31
1100,WESTMORELAND,AVE,6,,6,3,5,343,28,12/8/2016,1985,F,1,3,Local,6,12578412,31
1100,WESTMORELAND,AVE,6,,6,3,5,343,28,12/8/2016,1985,F,1,3,Local,6,13013242,31
1100,WESTMORELAND,AVE,6,,6,3,5,343,28,12/8/2016,1985,F,1,3,Local,6,12578415,31
1100,WESTMORELAND,AVE,6,,6,4,3,333,26,12/8/2016,1985,F,1,3,Local,6,12578412,31
1100,WESTMORELAND,AVE,6,,6,4,3,333,26,12/8/2016,1985,F,1,3,Local,6,13013242,31
1100,WESTMORELAND,AVE,6,,6,4,3,333,26,12/8/2016,1985,F,1,3,Local,6,12578415,31
1100,WILLIS,AVE,6,,8,4,5,550,36,3/9/2016,2004,F,1,3,Local,6,12574854,12
1100,WILLIS,AVE,6,,8,4,5,550,36,3/9/2016,2004,F,1,3,Local,6,12574855,12
1100,WOLF,ST,3,,7,4,5,,42,12/8/2016,1985,F,1,3,Local,6,12575542,31
1100,WOLF,ST,3,,7,3,5,550,42,2/8/2016,2003,F,3,3,MA,6,12575542,13
1200,ADAMS,ST,3,E,5,2,2,499,28,3/8/2016,2002,F,3,3,MA,6,12578118,14
1200,ALMOND,ST,3,,8,4,5,411,40,3/8/2016,2002,F,1,3,Local,4,13007064,14
1200,BELDEN,AVE,6,W,7,4,3,630,25,12/7/2016,1985,F,1,3,Local,6,12573545,31
1200,BELLEVUE,AVE,6,,7,4,5,469,30,3/9/2016,2004,F,2,3,CO,6,12572967,12
1200,BELLEVUE,AVE,6,,7,4,5,469,30,3/9/2016,2004,F,2,3,CO,6,13013121,12
1200,BELLEVUE,AVE,6,,7,4,5,469,30,3/9/2016,2004,F,2,3,CO,6,12572936,12
1200,BURNET,AVE,6,,5,3,4,411,34,12/8/2016,2002,F,3,3,MA,6,12578347,14
1200,BUTTERNUT,ST,3,,8,4,5,381,40,2/8/2016,2003,F,3,3,MA,6,13018754,13
1200,BUTTERNUT,ST,3,,8,4,5,381,40,2/8/2016,2003,F,3,3,MA,6,12580232,13
1200,BUTTERNUT,ST,3,,8,4,5,381,40,2/8/2016,2003,F,3,3,MA,6,12580237,13
1200,CALEB,AVE,6,,5,3,2,297,27,3/9/2016,1985,O,1,2,Local,3,12581132,31
1200,CANAL,ST,3,,6,3,3,1600,30,11/8/2016,2006,O,1,2,Local,3,13001865,10
1200,CARBON,ST,3,,5,3,2,453,27,2/8/2016,1985,F,1,3,Local,6,12575261,31
1200,CARBON,ST,3,,5,3,2,453,27,2/8/2016,1985,F,1,3,Local,6,12575252,31
1200,COLVIN,ST,3,E,4,2,3,470,36,3/9/2016,1987,F,3,3,MA,6,12576986,29
1200,COLVIN,ST,3,W,7,4,3,327,34,12/7/2016,1985,F,3,3,MA,6,12572120,31
1200,COURT,ST,3,,6,3,4,380,35,12/8/2016,2000,F,3,3,MA,6,12580565,16
1200,COURT,ST,3,,6,3,4,380,35,12/8/2016,2000,F,3,3,MA,6,13018844,16
1200,COURT,ST,3,,6,3,4,380,35,12/8/2016,2000,F,3,3,MA,6,12580560,16
1200,CUMBERLAND,AVE,6,,7,4,4,820,26,12/7/2016,1985,O,1,2,Local,3,12577145,31
1200,ERIE,BLVD,10,E,8,4,5,627,56,12/7/2016,2004,F,4,3,PA,6,12578252,12
1200,ERIE,BLVD,10,E,8,4,5,627,56,12/7/2016,2004,F,4,3,PA,6,12578255,12
1200,EUCLID,AVE,6,,4,3,2,280,36,12/7/2016,1985,F,3,3,MA,6,12578523,31
1200,FAYETTE,ST,3,E,6,3,3,550,36,12/8/2016,2002,F,3,3,MA,6,12578157,14
1200,FAYETTE,ST,3,W,7,3,4,550,30,3/8/2016,2004,F,1,3,Local,6,12573446,12
1200,FIRST NORTH,ST,3,,8,4,5,453,36,12/8/2016,2003,F,1,3,Local,6,12575313,13
1200,GEDDES,ST,3,S,7,4,5,360,36,3/9/2016,2004,F,3,3,MA,6,12573056,12
1200,GENESEE,ST,3,E,8,4,5,378,42,12/8/2016,2004,F,4,3,PA,6,12578147,12
1200,GENESEE,ST,3,W,8,4,4,1010,51,12/7/2016,2004,F,4,3,PA,,12573532,12
1200,GENESEE,ST,3,W,8,4,4,1010,51,12/7/2016,2004,F,4,3,PA,,12573506,12
1200,GLENWOOD,AVE,6,,9,5,5,500,25,3/8/2016,2005,F,3,3,MA,6,12572890,11
1200,HARRISON,ST,3,,2,2,2,390,30,12/8/2016,1985,F,1,3,Local,6,12578124,31
1200,HAWLEY,AVE,6,,6,3,3,330,38,12/7/2016,1985,F,1,3,Local,6,12578338,31
1200,HIGHLAND,ST,3,,6,3,4,500,27,12/8/2016,1985,O,1,2,Local,3,12580270,31
1200,HIGHLAND,ST,3,,6,3,4,500,27,12/8/2016,1985,O,1,2,Local,3,12580271,31
1200,JAMES,ST,3,,8,4,5,624,40,11/8/2016,2004,F,4,3,PA,6,12580354,12
1200,JAMESVILLE,AVE,6,,5,3,3,1055,,12/7/2016,1999,UF,2,6,CO,4,12576926,17
1200,LANCASTER,AVE,6,,7,4,4,282,36,12/7/2016,1986,F,1,3,Local,6,12577523,30
1200,LANCASTER,AVE,6,,7,4,4,282,36,12/7/2016,1986,F,1,3,Local,6,12577526,30
1200,LEMOYNE,AVE,6,,8,4,5,360,36,2/8/2016,2005,F,3,3,MA,6,12575558,11
1200,LODI,ST,3,,7,4,5,313,40,12/8/2016,2004,F,3,3,MA,6,12580026,12
1200,MADISON,ST,3,,5,2,3,919,30,12/8/2016,1987,F,1,3,Local,6,12578150,29
1200,MCBRIDE,ST,3,S,5,3,3,320,30,3/9/2016,1999,F,1,3,Local,6,12577466,17
1200,MEADOWBROOK,DR,4,,7,4,5,676,40,12/7/2016,2004,F,3,3,MA,6,12578559,12
1200,MEADOWBROOK,DR,4,,7,4,5,676,40,12/7/2016,2004,F,3,3,MA,6,13013245,12
1200,MEADOWBROOK,DR,4,,7,4,5,676,40,12/7/2016,2004,F,3,3,MA,6,12578554,12
1200,MEADOWBROOK,DR,4,,7,4,5,676,40,12/7/2016,2004,F,3,3,MA,6,13001947,12
1200,MIDLAND,AVE,6,,7,4,4,285,30,9/1/2016,1999,F,3,3,MA,6,12577226,17
1200,MILTON,AVE,6,,6,3,3,317,35,3/9/2016,2001,F,3,3,MA,6,12574856,15
1200,MILTON,AVE,6,,6,3,3,317,35,3/9/2016,2001,F,3,3,MA,6,12574840,15
1200,NORTHCLIFFE,RD,5,,5,3,4,354,28,12/7/2016,1985,O,1,2,Local,3,13012208,31
1200,NORTHCLIFFE,RD,5,,5,3,4,354,28,12/7/2016,1985,O,1,2,Local,3,13012209,31
1200,NORTHCLIFFE,RD,5,,5,3,4,354,28,12/7/2016,1985,O,1,2,Local,3,12581226,31
1200,OAK,ST,3,,7,4,3,293,27,12/8/2016,2000,F,2,3,CO,6,12580264,16
1200,ONONDAGA,ST,3,W,10,5,5,533,34,7/6/2016,2006,F,3,3,MA,6,12573049,10
1200,PARK,ST,3,,4,2,3,913,33,12/8/2016,1989,F,2,3,CO,6,12575293,27
1200,SALINA,ST,3,N,7,4,4,575,54,12/7/2016,2003,F,3,3,MA,6,12575273,13
1200,SALINA,ST,3,S,6,3,4,903,56,3/9/2016,2002,F,1,3,Local,6,12577340,14
1200,SALT SPRINGS,RD,5,,6,3,4,665,36,12/8/2016,1985,?,1,1,Local,3,12578948,31
1200,SALT SPRINGS,RD,5,,6,3,4,665,36,12/8/2016,1985,?,1,1,Local,3,12578944,31
1200,SALT SPRINGS,RD,5,,7,4,5,259,36,12/7/2016,1999,O,3,2,MA,3,12578948,17
1200,SALT SPRINGS,RD,5,,7,4,5,259,36,12/7/2016,1999,O,3,2,MA,3,12578944,17
1200,SOUTH,AVE,6,,7,3,4,364,34,3/8/2016,2002,F,3,3,MA,6,13028529,14
1200,SOUTH,AVE,6,,7,3,4,364,34,3/8/2016,2002,F,3,3,MA,6,12573173,14
1200,SPRING,ST,3,,7,4,3,450,36,12/8/2016,2000,F,1,3,Local,6,12575308,16
1200,STATE,ST,3,N,10,5,5,585,35,8/7/2016,2007,F,3,3,MA,6,12575143,9
1200,STATE,ST,3,S,4,3,1,898,40,3/9/2016,1987,F,4,3,PA,6,12577357,29
1200,STATE,ST,3,S,4,3,1,898,40,3/9/2016,1987,F,4,3,PA,6,13002516,29
